steps,time,reward,delta,converged
1,0.06495999999992819,-593.3312021446254,100.0,False
2,0.05019999999990432,-260.3545966839277,100.0,False
3,0.0509309999999914,-259.77342123588767,100.0,False
4,0.051354000000060296,-259.76171226064383,100.0,False
5,0.05109500000003209,-259.76093319357597,100.0,False
6,0.050598000000036336,-259.7609330983776,100.0,False
7,0.05090200000006462,-259.7609330983776,100.0,False
8,0.05093299999998635,-259.7609330983776,100.0,False
9,0.05131499999993139,-259.7609330983776,100.0,False
10,0.05066799999997329,-259.7609330983776,100.0,False
11,0.051512000000002445,-259.7609330983776,100.0,False
12,0.05060199999991255,-259.7609330983776,100.0,True
