params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",62.20358899999974,1000,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",60.15699700000005,1000,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",18.3555580000002,1000,5.342007843137253,5.733333333333333,4.9411764705882355,5.733333333333333,0.39604991269878087
"{""discount_factor"": 0.3}",18.345768999999564,1000,5.331709803921568,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3960396137841194
"{""discount_factor"": 0.4}",18.768393999999716,1000,5.363396078431372,5.733333333333333,4.9411764705882355,5.733333333333333,0.3952148310618827
"{""discount_factor"": 0.5}",20.03481599999941,1000,5.339631372549019,5.733333333333333,4.9411764705882355,5.733333333333333,0.3960713018966184
"{""discount_factor"": 0.6}",20.705880000000434,1000,5.326956862745098,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3959445342303025
"{""discount_factor"": 0.7}",20.42149999999947,1000,5.339631372549019,5.733333333333333,4.9411764705882355,5.733333333333333,0.3960713018966184
"{""discount_factor"": 0.8}",21.344750999999633,1000,5.319035294117646,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3956591584793422
"{""discount_factor"": 0.9}",22.776356000000305,1000,5.330917647058823,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3960277300882434
