step,reward,mean,median,std,max,min
0,-0.06451612903225809,-0.06451612903225809,-0.06451612903225809,0.0,-0.06451612903225809,-0.06451612903225809
1,-4.2625,-2.163508064516129,-2.163508064516129,2.098991935483871,-0.06451612903225809,-4.2625
2,-1.711290322580645,-2.012768817204301,-1.711290322580645,1.727027138807559,-0.06451612903225809,-4.2625
3,-0.07499999999999997,-1.5283266129032258,-0.8931451612903225,1.7149401743377588,-0.06451612903225809,-4.2625
4,-0.06451612903225809,-1.2355645161290323,-0.07499999999999997,1.641844822897885,-0.06451612903225809,-4.2625
5,-7.235714285714286,-2.2355894777265743,-0.8931451612903225,2.691956222617297,-0.06451612903225809,-7.235714285714286
6,-0.062068965517241406,-1.9250865474109555,-0.07499999999999997,2.605737536278097,-0.062068965517241406,-7.235714285714286
7,-0.06764705882352942,-1.692906611337527,-0.0713235294117647,2.5136601308605733,-0.062068965517241406,-7.235714285714286
8,-0.06333333333333337,-1.5118429137815055,-0.06764705882352942,2.424604218173335,-0.062068965517241406,-7.235714285714286
9,-2.875,-1.6481586224033549,-0.0713235294117647,2.3362518710659663,-0.062068965517241406,-7.235714285714286
10,-0.07027027027027029,-1.5047142267548927,-0.07027027027027029,2.2732459863959265,-0.062068965517241406,-7.235714285714286
11,-0.08281249999999998,-1.386222416191985,-0.07263513513513513,2.2116630483232127,-0.062068965517241406,-7.235714285714286
12,-0.08513513513513513,-1.286138779187612,-0.07499999999999997,2.1529952630909968,-0.062068965517241406,-7.235714285714286
13,-0.04500000000000002,-1.1974860092456399,-0.07263513513513513,2.099157091313175,-0.04500000000000002,-7.235714285714286
14,-0.07441860465116278,-1.1226148489393415,-0.07441860465116278,2.047236217468547,-0.04500000000000002,-7.235714285714286
15,-0.07499999999999997,-1.0571389208806323,-0.07470930232558137,1.9983828660469394,-0.04500000000000002,-7.235714285714286
16,-0.056000000000000015,-0.9982483961229481,-0.07441860465116278,1.95297460619399,-0.04500000000000002,-7.235714285714286
17,-0.07317073170731707,-0.9468551925443021,-0.07379466817923992,1.9097424607045699,-0.04500000000000002,-7.235714285714286
18,-1.2224719101123596,-0.9613613355741999,-0.07441860465116278,1.8598253912298146,-0.04500000000000002,-7.235714285714286
19,-2.4785714285714286,-1.0372218402240612,-0.07470930232558137,1.8426460508515674,-0.04500000000000002,-7.235714285714286
20,-0.06764705882352942,-0.9910516125383216,-0.07441860465116278,1.8100539210948783,-0.04500000000000002,-7.235714285714286
21,-2.18125,-1.045151539241125,-0.07470930232558137,1.7857310916703855,-0.04500000000000002,-7.235714285714286
22,-0.054166666666666675,-1.00206524043354,-0.07441860465116278,1.758133086494587,-0.04500000000000002,-7.235714285714286
23,-0.08932038834951454,-0.964034204930039,-0.07470930232558137,1.730752791166694,-0.04500000000000002,-7.235714285714286
24,-0.05925925925925928,-0.9278432071032079,-0.07441860465116278,1.7050278399295689,-0.04500000000000002,-7.235714285714286
25,-0.09083333333333335,-0.8956505196505203,-0.07470930232558137,1.6796478374590158,-0.04500000000000002,-7.235714285714286
26,-0.0738095238095238,-0.8652119642490019,-0.07441860465116278,1.6555411476777375,-0.04500000000000002,-7.235714285714286
27,-0.05925925925925928,-0.8364279390707968,-0.07411406423034328,1.632574724546526,-0.04500000000000002,-7.235714285714286
28,-0.0760869565217391,-0.8102092845001396,-0.07441860465116278,1.6101680118648891,-0.04500000000000002,-7.235714285714286
29,-0.052173913043478286,-0.7849414387849176,-0.07411406423034328,1.588941507945061,-0.04500000000000002,-7.235714285714286
30,-0.07179487179487182,-0.7619367108174968,-0.0738095238095238,1.5681736423907053,-0.04500000000000002,-7.235714285714286
