episode,length,time,reward,delta
0,23.0,0.0018459999992046505,-102.3,-100.0
1,9.0,0.0012229999992996454,-100.9,-100.0
2,8.0,0.0006269999994401587,-100.8,-100.0
3,25.0,0.001960999999937485,-102.5,-100.0
4,55.0,0.003714999998919666,-105.5,-100.0
5,34.0,0.0023980000005394686,-103.4,-99.9802
6,45.0,0.0030549999992217636,-104.5,-99.99
7,31.0,0.0020429999985935865,-103.1,-99.9721
8,40.0,0.002540999999837368,-104.0,-99.9802
9,57.0,0.0035729999999603024,-105.69999999999999,-100.0
10,46.0,0.003133000000161701,-104.6,-100.0
11,14.0,0.0009520000003249152,-101.4,-99.99
12,29.0,0.0018720000007306226,-102.9,-90.0
13,75.0,0.0047570000006089685,-107.49999999999999,-90.0
14,13.0,0.0010289999991073273,-101.3,-100.0
15,19.0,0.0012550000010378426,-101.9,-99.96588813570918
16,66.0,0.00431399999979476,-5.5999999999999925,1.0
17,7.0,0.0005149999997229315,-100.7,-89.98218
18,72.0,0.0047350000004371395,-107.19999999999999,-100.0
19,15.0,0.0010130000009667128,-101.5,-99.96481
20,9.0,0.0006350000003294554,-100.9,-90.0
21,25.0,0.001614000000699889,-102.5,-100.0
22,28.0,0.0018159999999625143,-102.8,-100.0
23,42.0,0.0027919999993173406,-104.2,-89.991
24,17.0,0.001147000000855769,-101.7,-89.991
25,17.0,0.0011290000002190936,-101.7,-100.0
26,7.0,0.0005089999995107064,-100.7,-99.95852920213827
27,9.0,0.0006329999996523838,-100.9,-90.9593281
28,47.0,0.0030150000002322486,-104.7,-90.0
29,9.0,0.0006350000003294554,-100.9,-80.9919
30,35.0,0.002366000000620261,-103.5,-100.0
31,44.0,0.0027949999985139584,-104.4,-83.66390303707296
32,11.0,0.0007549999991169898,-101.1,-75.29751273336566
33,23.0,0.0014960000007704366,-102.3,-99.99
34,6.0,0.0004460000000108266,-100.6,-81.0
35,10.0,0.0006899999989400385,-101.0,-81.0
36,52.0,0.0034089999990101205,-105.2,-72.9
37,44.0,0.002778000000034808,-104.4,-81.0
38,18.0,0.0011859999995067483,-101.8,-90.0
39,59.0,0.0037169999995967373,-105.89999999999999,-99.99
40,26.0,0.0018180000006395858,-102.6,-100.0
41,40.0,0.002585000000181026,-104.0,-98.20984921577364
42,61.0,0.003873000001476612,-106.1,-91.73521398404375
43,21.0,0.0013760000001639128,-102.1,-81.0
44,24.0,0.0017119999993155943,-102.4,-72.89271
45,36.0,0.0023629999996046536,-103.60000000000001,-100.0
46,22.0,0.001443999999537482,-102.2,-75.6
47,13.0,0.0009260000006179325,-101.3,-99.9043867893409
48,71.0,0.00466700000106357,-107.1,-91.8503878535252
49,9.0,0.0006410000005416805,-100.9,-65.60343900000001
50,13.0,0.0008790000010776566,-101.3,-91.8330066787565
51,9.0,0.0006279999997786945,-100.9,-91.84190354708049
52,38.0,0.0024089999988063937,-103.8,-99.99
53,26.0,0.0016790000008768402,-102.6,-68.03999999999999
54,49.0,0.003174000001308741,-104.9,-100.0
55,67.0,0.004272000000128173,-106.69999999999999,-99.9892
56,38.0,0.0024020000000746222,-103.8,-99.97948
57,44.0,0.002898000000641332,-104.4,-70.97657234364529
58,28.0,0.0018149999996239785,-102.8,-59.0430951
59,39.0,0.0025040000000444707,-103.9,-90.99
60,126.0,0.00807399999939662,-112.59999999999997,-99.99
61,95.0,0.005962000001090928,-8.499999999999982,1.0
62,101.0,0.00644800000009127,-110.09999999999998,-100.0
63,89.0,0.005590000000665896,-108.89999999999998,-67.47563812896932
64,39.0,0.0025609999993321253,-103.9,-81.89099999999999
65,11.0,0.0007610000011482043,-101.1,-92.58457458467632
66,43.0,0.002856999999494292,-104.3,-89.991
67,13.0,0.0008899999993445817,-101.3,-90.0
68,113.0,0.007193999999799416,-111.29999999999998,-99.99
69,18.0,0.0011950000007345807,-101.8,-95.06940559430208
70,10.0,0.0006910000010975637,-101.0,-77.95156359556044
71,13.0,0.0008839999991323566,-101.3,-65.77119258750409
72,31.0,0.0019910000009986106,-103.1,-90.0
73,9.0,0.0006940000002941815,-100.9,-99.9329560139615
74,29.0,0.00189200000022538,-102.9,-85.56246503487186
75,42.0,0.0027929999996558763,-104.2,-100.0
76,14.0,0.0009480000007897615,-101.4,-70.1564072360044
77,26.0,0.0016780000005383044,-102.6,-65.09333860852617
78,39.0,0.0026359999992564553,-103.9,-99.91331459858861
79,41.0,0.0026240000006509945,-104.1,-82.42190517593579
80,130.0,0.008378999998967629,-112.99999999999997,-65.61
81,83.0,0.005454000000099768,-108.29999999999998,-59.19407332875369
82,12.0,0.0008249999991676304,-101.2,-90.93001571604155
83,10.0,0.0007040000000415603,-101.0,-90.98796079575126
84,43.0,0.0030999999999039574,-104.3,-90.07857137261998
85,62.0,0.005086999999548425,-106.19999999999999,-81.07071423535797
86,41.0,0.003139000000373926,-104.1,-99.92524346022957
87,205.0,0.013678999999683583,-120.50000000000003,-99.99
88,18.0,0.0012059999990015058,-101.8,-90.0
89,42.0,0.0026710000001912704,-3.200000000000001,0.912
90,28.0,0.0019750000010390067,-102.8,-82.82754828746587
91,29.0,0.0018959999997605337,-102.9,-82.56169258563938
92,80.0,0.005031999999118852,-107.99999999999999,-99.99
93,31.0,0.0020280000007915078,-103.1,-58.584004747673546
94,30.0,0.0019799999990937067,-103.0,-90.0
95,48.0,0.003056999999898835,-104.8,-84.96638224337418
96,55.0,0.0035290000014356337,-4.4999999999999964,0.8208
97,111.0,0.0071160000006784685,-111.09999999999998,-81.51623331146402
98,28.0,0.001908000000184984,-102.8,-81.0
99,55.0,0.0036629999995057005,-105.5,-72.9
100,106.0,0.006695000000036089,-110.59999999999998,-74.1797146583422
101,35.0,0.0022690000005241018,-103.5,-100.0
102,105.0,0.006755000000339351,-110.49999999999997,-69.93175936517488
103,69.0,0.004385000000183936,-106.89999999999999,-99.99
104,99.0,0.006463000001531327,-109.89999999999998,-99.97450994689073
105,85.0,0.005492000000231201,-7.499999999999986,0.7539456
106,63.0,0.0040479999988747295,-5.299999999999994,0.734368743936
107,53.0,0.003452000000834232,-105.3,-57.9213133601157
108,31.0,0.0021730000007664785,-103.1,-52.129182024104125
109,25.0,0.0016990000003715977,-102.5,-89.991
110,122.0,0.007832999999664025,-112.19999999999997,-100.0
111,62.0,0.003956000000471249,-5.199999999999994,0.6609318695424
112,58.0,0.004699000000982778,-105.8,-99.9703243296
113,30.0,0.002119999999194988,-103.0,-77.00621853138469
114,73.0,0.004575000000841101,-6.29999999999999,0.6129419089363968
115,53.0,0.003507999999783351,-105.3,-65.61
116,64.0,0.004347000000052503,-106.39999999999999,-73.36460998031762
117,40.0,0.0025699999987409683,-104.0,-92.67024113960343
118,10.0,0.0007000000005064066,-101.0,-91.8636168111977
119,129.0,0.00839099999939208,-112.89999999999998,-57.43787983890914
120,63.0,0.004161999999269028,-106.3,-83.4032170256431
121,111.0,0.0072689999997237464,-10.099999999999977,0.5516477180427571
122,76.0,0.005060999999841442,-107.6,-74.15683499807953
123,49.0,0.0031249999992724042,-104.9,-99.99
124,57.0,0.0037879999999859137,-105.69999999999999,-99.9649858980096
125,142.0,0.009095000001252629,-13.199999999999966,0.49648294623848144
126,10.0,0.0007019999993644888,-101.0,-99.79239930526562
127,28.0,0.0018249999993713573,-102.8,-59.049
128,47.0,0.003246000000217464,-104.7,-99.99496
129,59.0,0.0037370000009104842,-105.89999999999999,-95.1504949531
130,55.0,0.0055440000014641555,-4.4999999999999964,0.5691851261376988
131,63.0,0.004435000000739819,-106.3,-100.0
132,13.0,0.0009659999996074475,-101.3,-99.91999354766159
133,53.0,0.0035070000012638047,-105.3,-79.75434635971467
134,62.0,0.004167000000961707,-106.19999999999999,-82.67725513007792
135,77.0,0.0049230000004172325,-6.699999999999989,0.5122666135239289
136,62.0,0.004047000000355183,-106.19999999999999,-66.6036255161898
137,26.0,0.0016910000013012905,-102.6,-87.34803866696384
138,139.0,0.009045000000696746,-12.899999999999967,1.0
139,10.0,0.0008259999995061662,-101.0,-85.22705151349363
140,123.0,0.007978999999977532,-112.29999999999997,-89.99028
141,56.0,0.0035349999998288695,-105.6,-96.63113826734072
142,118.0,0.007528999998612562,-111.79999999999997,-90.99
143,9.0,0.0006379999995260732,-100.9,-72.99671087808073
144,119.0,0.008191999999326072,-10.899999999999974,0.8139493145020229
145,7.0,0.0005209999999351567,-100.7,-87.31234078103022
146,8.0,0.0005719999990105862,-100.8,-74.40952961707013
147,62.0,0.004042000000481494,-5.199999999999994,0.7479032953907843
148,25.0,0.0016340000001946464,-102.5,-99.97160205274527
149,107.0,0.007015999999566702,-9.699999999999978,0.6896507065346716
150,40.0,0.002554000000600354,-3.0000000000000018,0.6206856358812045
151,21.0,0.00137900000117952,-102.1,-84.38263932677384
152,43.0,0.0028369999999995343,-104.3,-75.94437539409645
153,108.0,0.006948999998712679,-9.799999999999978,0.9763719808663156
