episode,length,time,reward,delta
0,48.0,0.0034860000014305115,-104.8,-100.00089159181562
1,21.0,0.0021720000004279427,-102.1,-100.00076768626637
2,16.0,0.0012210000004415633,-101.6,-100.00041658184007
3,38.0,0.0027049999989685602,-103.8,-99.99056894725328
4,47.0,0.0034510000004956964,-104.7,-100.00084996668083
5,41.0,0.003158000001349137,-104.1,-100.00073147143141
6,37.0,0.002553000000261818,-103.7,-99.99028679649736
7,66.0,0.004483999999138177,-106.6,-100.00029042398114
8,14.0,0.0009529999988444615,-101.4,-99.99059914392748
9,25.0,0.0028889999994134996,-102.5,-99.9815128569046
10,19.0,0.0012970000007044291,-101.9,-100.00089680503964
11,7.0,0.000521999998454703,-100.7,-100.00030401497878
12,47.0,0.003265000001192675,-104.7,-99.97241329692298
13,6.0,0.0004619999999704305,-100.6,-89.99151205252795
14,85.0,0.005571000001509674,-108.49999999999999,-80.99236084727517
15,106.0,0.00670200000058685,-110.59999999999998,-99.95764723329653
16,22.0,0.0015880000009929063,-102.2,-99.99064455743486
17,22.0,0.0015880000009929063,-102.2,-90.00069091763973
18,39.0,0.0025460000015300466,-103.9,-100.00047376293871
19,16.0,0.0011230000000068685,-101.6,-99.99052379140102
20,29.0,0.00189200000022538,-102.9,-99.9725199078085
21,68.0,0.004488999999011867,-106.8,-100.00030101866444
22,20.0,0.0013310000013007084,-102.0,-99.99045835050931
23,141.0,0.009224999999787542,-114.09999999999997,-72.89312476254764
24,28.0,0.00181700000030105,-102.8,-92.65330033430777
25,22.0,0.001441000000340864,-102.2,-99.98102912007656
26,35.0,0.0022429999989981297,-103.5,-99.99078166830616
27,33.0,0.002282999999806634,-103.3,-99.97305566571258
28,107.0,0.0068419999988691416,-110.69999999999997,-99.99993575861532
29,33.0,0.0022559999997611158,-103.3,-99.96524401822174
30,56.0,0.0036140000011073425,-105.6,-99.97343955143681
31,48.0,0.0031490000001213048,-104.8,-90.00080243263405
32,52.0,0.0034969999996974366,-105.2,-99.99041266616109
