episode,length,time,reward,delta
0,64.0,0.006031000000803033,-106.39999999999999,-100.00013630253943
1,40.0,0.003343000000313623,-104.0,-99.99979185376888
2,107.0,0.007529000000431552,-110.69999999999997,-99.99983462848219
3,26.0,0.001878999999462394,-102.6,-99.98986144090003
4,40.0,0.002802999999403255,-104.0,-99.96548686987045
5,22.0,0.001494000000093365,-102.2,-100.00065499082778
6,8.0,0.0007939999995869584,-100.8,-99.99004146343789
7,19.0,0.002422000001388369,-101.9,-99.99007232909275
8,66.0,0.005304000000251108,-106.6,-99.989845872006
9,27.0,0.0019840000004478497,-102.7,-100.00063458798938
10,30.0,0.00202999999964959,-103.0,-99.98918911784831
11,89.0,0.005800000000817818,-108.89999999999998,-99.98082818390365
12,74.0,0.004983999999240041,-107.39999999999999,-89.99985116563397
13,15.0,0.0010270000002492452,-101.5,-90.00059277031241
14,13.0,0.0008920000000216532,-101.3,-99.98927577379987
15,25.0,0.001675999999861233,-102.5,-99.9725731869215
16,22.0,0.0014799999989918433,-102.2,-100.00041253216317
17,11.0,0.0007660000010218937,-101.1,-89.9827453655133
18,23.0,0.0017189999998663552,-102.3,-99.99977857123226
19,48.0,0.0033559999992576195,-104.8,-99.98975804481974
20,38.0,0.0024450000000797445,-103.8,-99.99014938425934
21,16.0,0.0011290000002190936,-101.6,-80.98447082896196
22,18.0,0.0020499999991443474,-101.8,-72.88602374606577
23,45.0,0.0035439999992377125,-104.5,-99.93778013526331
24,7.0,0.0010029999994003447,-100.7,-99.98115564707912
25,26.0,0.0022860000008222414,-102.6,-89.99103731709411
26,5.0,0.0004559999997582054,-100.5,-90.96066005399258
27,23.0,0.0016639999994367827,-102.3,-100.00044812904873
28,41.0,0.002674999999726424,-104.1,-80.99193358538469
29,8.0,0.0005790000013803365,-100.8,-99.98938258338356
30,29.0,0.001863999999841326,-102.9,-72.11309606758473
31,37.0,0.002563000000009197,-103.7,-89.99034819641989
32,40.0,0.0031079999989742646,-104.0,-99.94154641297497
33,46.0,0.003193999998984509,-104.6,-81.86459404859332
34,18.0,0.0012449999994714744,-101.8,-99.9899250356782
35,55.0,0.00370900000052643,-105.5,-90.9813405450818
36,16.0,0.0010889999994105892,-101.6,-72.89274022684623
37,13.0,0.0008910000015021069,-101.3,-99.98084417127744
38,31.0,0.002018000001044129,-103.1,-100.0001007390153
39,35.0,0.0023990000008780044,-103.5,-90.97889375966832
40,16.0,0.0011909999993804377,-101.6,-64.90178646082626
41,10.0,0.0008629999992990633,-101.0,-91.85753276429426
42,28.0,0.001863999999841326,-102.8,-90.9898140976425
43,10.0,0.000700999999025953,-101.0,-89.99045916904382
44,73.0,0.004682999999204185,-107.29999999999998,-80.9913133767779
45,43.0,0.0028859999983978923,-104.3,-90.98194341353667
46,62.0,0.004201000001557986,-106.19999999999999,-99.96673475951965
47,11.0,0.0007670000013604295,-101.1,-80.99141325213944
48,92.0,0.006058999999368098,-109.19999999999999,-99.99970791368249
49,5.0,0.00039599999945494346,-100.5,-65.6034662041616
50,37.0,0.0023610000007465715,-103.7,-89.9827597541497
51,72.0,0.004645000000891741,-107.19999999999999,-100.00047223625296
52,14.0,0.0011219999996683327,-101.4,-99.99978822406563
53,51.0,0.003258000000641914,-105.1,-99.95537449929176
54,28.0,0.0020150000000285218,-102.8,-99.97886110419053
55,105.0,0.006867000000056578,-110.49999999999997,-99.9447770950065
56,43.0,0.002840999999534688,-104.3,-90.98969289109816
57,81.0,0.005106000000523636,-108.1,-85.94048146407373
58,82.0,0.006714999999530846,-108.19999999999999,-72.8921820391001
59,54.0,0.004304000000047381,-105.39999999999999,-59.04311958374544
60,42.0,0.003161000000545755,-104.2,-89.99981555810764
61,46.0,0.0029279999998834683,-104.6,-99.9728188370381
62,43.0,0.002923000000009779,-104.3,-82.68513331890034
63,12.0,0.0010820000006788177,-101.2,-74.41661998701031
64,8.0,0.001060999999026535,-100.8,-99.93088292217777
65,53.0,0.0037879999999859137,-105.3,-89.99973712231423
66,7.0,0.0005179999989195494,-100.7,-93.40038938665892
67,16.0,0.0013899999994464451,-101.6,-80.99986604907056
68,19.0,0.0023279999986698385,-101.9,-72.8998794441635
69,33.0,0.002125000000887667,-103.3,-90.95799686727827
70,58.0,0.0039259999994101236,-105.8,-89.93779462996
71,12.0,0.0008299999990413198,-101.2,-87.49110124144005
72,54.0,0.003601999998863903,-105.39999999999999,-82.88682490191275
73,21.0,0.0014849999988655327,-102.1,-90.96811584409052
74,17.0,0.0011319999994157115,-101.7,-62.5580154100964
75,18.0,0.0013300000009621726,-101.8,-100.00035347314379
76,76.0,0.005611000000499189,-107.6,-99.99012523688609
77,24.0,0.0015710000006947666,-102.4,-86.09828321400448
78,45.0,0.00290099999983795,-104.5,-53.138807625370895
79,6.0,0.0004600000011123484,-100.6,-72.89225708292688
80,53.0,0.0035540000008040806,-105.3,-83.68445754061915
81,27.0,0.0017639999987295596,-102.7,-99.94657544875601
82,130.0,0.008762000001297565,-11.99999999999997,0.9993858634908396
83,118.0,0.007524000000557862,-111.79999999999997,-93.35514375497003
84,106.0,0.0068669999982375884,-110.59999999999998,-100.00037480597766
85,102.0,0.0068709999995917315,-110.19999999999997,-81.89072360198834
86,19.0,0.0017580000003363239,-101.9,-81.62446865959282
87,56.0,0.0036879999988741474,-4.599999999999996,0.9305874412924199
88,13.0,0.000984000000244123,-101.3,-99.96486430828094
89,11.0,0.0008249999991676304,-101.1,-86.7491336700152
90,24.0,0.0015789999997650739,-102.4,-99.98997222398708
91,21.0,0.0014229999997041887,-102.1,-69.03087321256223
92,123.0,0.007912000000942498,-112.29999999999997,-99.95610308881461
93,60.0,0.0038569999996980187,-106.0,-89.99114274070378
94,15.0,0.0010119999988091877,-101.5,-84.06035044799302
95,85.0,0.005699999999706051,-108.49999999999999,-90.98644025121462
96,29.0,0.0018749999999272404,-102.9,-65.60989149974716
97,35.0,0.0022599999992962694,-103.5,-73.7016512417895
98,29.0,0.0020260000001144363,-102.9,-90.96689987706911
99,25.0,0.001877000000604312,-102.5,-99.99021818352666
100,71.0,0.004469999999855645,-107.1,-53.028178925789746
101,16.0,0.0010830000010173535,-101.6,-89.96837787745285
102,31.0,0.0020000000004074536,-103.1,-82.88935218791994
103,33.0,0.0021350000006350456,-103.3,-82.95985461255347
104,20.0,0.0013269999999465654,-102.0,-88.04680950724311
105,21.0,0.0015439999988302588,-102.1,-66.33148611761055
106,44.0,0.0028239999992365483,-104.4,-82.20964899746191
107,106.0,0.006996000000071945,-110.59999999999998,-99.99018972500026
108,97.0,0.00644800000009127,-8.699999999999982,0.9158481918327177
109,10.0,0.0007079999995767139,-101.0,-69.02127993466237
110,38.0,0.0024350000003323657,-103.8,-94.6298347842923
111,67.0,0.004250999998475891,-106.69999999999999,-59.698337505849494
112,21.0,0.001448000000891625,-102.1,-82.76528370497434
113,38.0,0.002431000000797212,-2.800000000000002,0.8448260379244815
114,13.0,0.0008789999992586672,-101.3,-71.26201756827231
115,83.0,0.00546800000120129,-7.2999999999999865,0.8076752856090292
116,117.0,0.007373000000370666,-111.69999999999997,-89.96049277993316
117,98.0,0.00658099999964179,-109.79999999999998,-75.31601178655724
118,46.0,0.00297599999976228,-104.6,-53.72850375526454
119,80.0,0.005212000000028638,-107.99999999999999,-82.83221329027256
120,22.0,0.0014769999997952254,-102.2,-65.90208030632314
121,62.0,0.0040389999994658865,-5.199999999999994,0.7269077570481263
122,16.0,0.0010779999993246747,-101.6,-79.24212855651881
123,70.0,0.004576999999699183,-106.99999999999999,-99.97161267157105
124,16.0,0.0011009999998350395,-101.6,-74.5489919612453
125,11.0,0.0007609999993292149,-101.1,-74.59814241172147
126,123.0,0.007996000000275671,-112.29999999999997,-93.35920701374559
127,11.0,0.0007819999991625082,-101.1,-67.69326960726521
128,50.0,0.0032400000000052387,-105.0,-58.13910424902832
129,14.0,0.0009630000004108297,-101.4,-97.80372468881805
130,168.0,0.01088999999956286,-116.79999999999997,-67.1383133265507
131,171.0,0.010897000000113621,-117.09999999999997,-94.01768157626277
132,7.0,0.0005169999985810136,-100.7,-52.93719658203331
133,43.0,0.002995000000737491,-104.3,-81.88779622609316
134,76.0,0.004803999998330255,-6.599999999999989,0.7410863024434238
135,8.0,0.0005750000000261934,-100.8,-74.4887553344769
136,31.0,0.0020850000000791624,-103.1,-100.00019970306718
137,69.0,0.004504000000451924,-106.89999999999999,-99.99677794193293
138,63.0,0.004124000000956585,-106.3,-75.65431540319372
139,14.0,0.0009879999997792765,-101.4,-67.09409276512078
140,70.0,0.004603999999744701,-106.99999999999999,-74.60041696912793
141,26.0,0.0016940000004979083,-102.6,-83.690211388851
142,99.0,0.006451999999626423,-109.89999999999998,-96.41275623519041
143,12.0,0.000840000000607688,-101.2,-89.99119636517399
144,160.0,0.010200999999142368,-115.99999999999996,-99.96959017681449
145,9.0,0.0006419999990612268,-100.9,-89.20440746754265
146,30.0,0.002112000000124681,-103.0,-86.1389388661428
147,114.0,0.007504999999582651,-111.39999999999998,-90.99028043430346
148,52.0,0.0033100000000558794,-105.2,-77.81782143215038
149,28.0,0.0018319999999221181,-102.8,-99.98956893273561
150,113.0,0.00731400000040594,-111.29999999999998,-89.97445140441395
151,47.0,0.0029949999989185017,-104.7,-64.80325654737953
152,94.0,0.006110999998782063,-109.39999999999998,-99.98133934204537
153,155.0,0.010172999998758314,-115.49999999999996,-47.64347692382998
154,53.0,0.003373999999894295,-105.3,-89.52910389320078
155,104.0,0.006709999999657157,-110.39999999999998,-73.69901660348384
156,26.0,0.0016880000002856832,-102.6,-83.61636405675276
157,134.0,0.008504999999786378,-12.399999999999968,0.7980693760659162
158,13.0,0.0008999999990919605,-101.3,-68.08888386287435
159,26.0,0.0018019999988609925,-102.6,-48.57483779193744
160,73.0,0.004801999999472173,-6.29999999999999,0.7451851597857675
161,61.0,0.003867999999783933,-106.1,-99.97215387642551
162,55.0,0.0035570000000006985,-105.5,-100.000179419101
163,181.0,0.011435999998866464,-17.099999999999987,0.9995218862593667
164,106.0,0.006876999999803957,-110.59999999999998,-90.96184002292925
165,52.0,0.003448999999818625,-105.2,-87.02356609548394
166,69.0,0.004520000000411528,-106.89999999999999,-81.76474537061819
167,83.0,0.005220999999437481,-108.29999999999998,-90.98056858364487
168,249.0,0.01600700000017241,-124.90000000000009,-73.88081085250344
169,117.0,0.007633999999598018,-111.69999999999997,-80.57619350388072
170,74.0,0.005223000000114553,-107.39999999999999,-80.46835832236252
171,37.0,0.0024009999997360865,-2.700000000000002,0.8821514438131242
172,10.0,0.0006969999994907994,-101.0,-86.77148061167136
173,70.0,0.004621000000042841,-106.99999999999999,-100.00004241223543
174,43.0,0.0027469999986351468,-104.3,-84.41003189153383
175,104.0,0.006649000000834349,-9.399999999999979,0.8265528636766915
176,67.0,0.0043530000002647284,-5.699999999999992,0.7438975773090224
177,352.0,0.023392999999487074,-34.20000000000023,1.009404968248914
178,118.0,0.008666000001539942,-10.799999999999974,0.9199362250635185
179,154.0,0.009909000000334345,-115.39999999999996,-89.82099430303344
180,179.0,0.011526000000230852,-117.89999999999998,-43.7173540127437
181,109.0,0.00703099999918777,-110.89999999999998,-99.92971094014959
182,139.0,0.008977999999842723,-113.89999999999996,-90.94439231951156
183,64.0,0.004072000001542619,-106.39999999999999,-75.25004119218323
184,91.0,0.005918999999266816,-8.099999999999984,0.8562996736948552
185,49.0,0.0032149999988178024,-3.8999999999999986,0.7706697063253696
186,183.0,0.011796000000686035,-17.29999999999999,0.722005039185265
187,13.0,0.0008909999996831175,-101.3,-39.34561861146933
188,109.0,0.007141000000046915,-9.899999999999977,0.6498045352667385
189,179.0,0.011275999999270425,-16.899999999999984,0.5848240817400647
190,38.0,0.002426999999443069,-103.8,-82.73600384730605
191,16.0,0.0010710000005929032,-101.6,-67.72503707296491
192,33.0,0.0021110000016051345,-103.3,-99.98978608636786
193,57.0,0.003786999999647378,-105.69999999999999,-100.00041234951807
194,69.0,0.004456000000573113,-5.8999999999999915,0.6192319263133375
195,93.0,0.0060219999995752005,-8.299999999999983,0.5573087336820037
196,171.0,0.011023999999451917,-117.09999999999997,-86.72402443966233
197,52.0,0.0033089999997173436,-105.2,-90.00039018298146
198,29.0,0.001877000000604312,-102.9,-75.96902870238046
199,148.0,0.009675999999672058,-13.799999999999963,0.5015778603138034
200,47.0,0.003184999999575666,-104.7,-86.74182365773211
201,105.0,0.00661000000036438,-9.499999999999979,0.45142007428242303
202,90.0,0.00771800000075018,-7.999999999999984,0.4062780668541808
203,317.0,0.02818499999921187,-30.70000000000018,0.4397158153480132
204,60.0,0.005992000000333064,-4.999999999999995,0.3957442338132119
205,52.0,0.00414699999964796,-4.1999999999999975,0.4306264832385329
206,50.0,0.0032369999989896314,-3.9999999999999982,0.4583653277300018
207,54.0,0.0034570000007079216,-4.399999999999997,0.5219995303349592
208,115.0,0.007381000001259963,-111.49999999999997,-100.00025241606814
209,173.0,0.011002999999618623,-16.299999999999976,0.5319910365836107
210,114.0,0.007461999999577529,-10.399999999999975,0.5588963791427153
211,177.0,0.011355999999068445,-117.69999999999999,-89.93673984613464
212,92.0,0.005934000000706874,-8.199999999999983,0.5983726290187055
213,52.0,0.0034009999999398133,-4.1999999999999975,0.538535366116835
214,36.0,0.002307999999175081,-2.600000000000002,0.5821949055189242
215,130.0,0.008320999999341439,-11.99999999999997,0.5805356819861867
216,56.0,0.0036760000002686866,-4.599999999999996,0.522482113787568
217,36.0,0.0023550000005343463,-2.600000000000002,0.47023390240881124
218,49.0,0.0032620000001770677,-3.8999999999999986,0.42321051216793015
219,28.0,0.0018190000009781215,-1.8000000000000012,0.3808894609511372
220,60.0,0.003948999999920488,-4.999999999999995,0.3428005148560235
221,44.0,0.0030060000008234056,-3.4000000000000004,0.30852046337042116
222,208.0,0.013872999999875901,-19.800000000000026,0.2776684170333791
223,30.0,0.001983000000109314,-2.0000000000000013,0.2499015753300412
224,86.0,0.00560100000075181,-7.599999999999985,0.28143520036321723
225,39.0,0.002528000000893371,-103.9,-80.26880350352474
226,32.0,0.002140000000508735,-2.2000000000000015,0.25329168032689553
227,68.0,0.004465999998501502,-5.799999999999992,0.22796251229420594
228,80.0,0.005175000000235741,-6.999999999999988,0.2628747530349005
229,54.0,0.003424000000450178,-4.399999999999997,0.34488434581343885
230,23.0,0.0016869999999471474,-1.3000000000000007,0.310395911232095
231,19.0,0.001261999999769614,-101.9,-89.99080747773107
232,62.0,0.004031000000395579,-106.19999999999999,-90.98087687437275
233,13.0,0.000915000000532018,-101.3,-64.8405795552184
234,151.0,0.010136000000784406,-14.099999999999962,0.27935632010888545
235,31.0,0.0020239999994373647,-2.1000000000000014,0.2514206880979969
236,71.0,0.004842000000280677,-6.099999999999991,0.31327735294510695
237,32.0,0.002109000000928063,-2.2000000000000015,0.33505110822556283
238,26.0,0.001693999998678919,-102.6,-62.50416727258113
239,51.0,0.003391999998711981,-4.099999999999998,0.3015459974030066
240,208.0,0.01356100000157312,-19.800000000000026,0.3756372661847316
241,61.0,0.003942999999708263,-106.1,-84.44778598690993
242,77.0,0.005010000000766013,-6.699999999999989,0.38780759482628524
243,71.0,0.004609999999956926,-6.099999999999991,0.34902683534365675
244,75.0,0.004924999999275315,-107.49999999999999,-63.323540266684674
245,79.0,0.005283000000417815,-6.899999999999988,0.3141241518092911
246,73.0,0.004794999998921412,-107.29999999999998,-99.99968396050447
247,94.0,0.005897000000913977,-109.39999999999998,-66.32911494313547
248,71.0,0.0047260000010282965,-6.099999999999991,0.4347782132025183
249,43.0,0.002757000000201515,-3.3000000000000007,0.5021265737196523
250,155.0,0.009824000000662636,-115.49999999999996,-99.9892106066162
251,80.0,0.0051199999998061685,-107.99999999999999,-61.27999547658691
252,18.0,0.0013099999996484257,-101.8,-55.15199592892822
253,50.0,0.004329999999754364,-3.9999999999999982,0.4519139163476871
254,40.0,0.002608999999210937,-3.0000000000000018,0.47486578856712214
255,27.0,0.0017660000012256205,-102.7,-99.94780140859707
256,50.0,0.0033629999998083804,-3.9999999999999982,0.4273792097104099
257,24.0,0.0016610000002401648,-1.4000000000000008,0.38464128873936887
258,24.0,0.0015899999998509884,-102.4,-81.0321180002169
259,29.0,0.001872999999250169,-1.9000000000000012,0.34617715986543196
260,24.0,0.001584999999977299,-1.4000000000000008,0.3115594438788888
261,36.0,0.0024880000000848668,-2.600000000000002,0.4098022021510358
262,10.0,0.0006999999986874172,-101.0,-65.57438579757905
263,31.0,0.002306000000316999,-2.1000000000000014,0.3688219819359322
264,71.0,0.004569999999148422,-6.099999999999991,0.4078118730002501
265,38.0,0.0026099999995494727,-2.800000000000002,0.3670306857002251
266,52.0,0.0034279999999853317,-4.1999999999999975,0.33032761713020264
267,21.0,0.0013949999993201345,-1.1000000000000005,0.3494756317261538
268,46.0,0.003044999999474385,-3.5999999999999996,0.4137528285838711
269,56.0,0.0035969999989902135,-4.599999999999996,0.372377545725484
270,56.0,0.004155000000537257,-105.6,-92.6724187395478
271,34.0,0.002635000000736909,-2.4000000000000017,0.4097185674708932
272,53.0,0.0033619999994698446,-4.299999999999997,0.3687467107238038
273,23.0,0.0015739999998913845,-1.3000000000000007,0.3318720396514234
274,85.0,0.0056549999990238575,-7.499999999999986,0.2986848356862811
275,36.0,0.002943999999843072,-2.600000000000002,0.268816352117653
276,31.0,0.00220900000022084,-2.1000000000000014,0.24193471690588764
277,43.0,0.0029369999992923113,-3.3000000000000007,0.21774124521529892
278,41.0,0.002651000000696513,-3.1000000000000014,0.19596712069376898
279,64.0,0.004280999999537016,-5.399999999999993,0.17637040862439213
280,31.0,0.0020150000000285218,-2.1000000000000014,0.1587333677619529
281,41.0,0.002719000000070082,-3.1000000000000014,0.23655742420552583
282,74.0,0.004852000000028056,-6.39999999999999,0.21290168178497326
283,73.0,0.00482200000078592,-6.29999999999999,0.191611513606476
284,34.0,0.0021820000001753215,-2.4000000000000017,0.2321218081450811
285,36.0,0.0023099999998521525,-2.600000000000002,1.0289536711415685
286,39.0,0.002597000000605476,-103.9,-49.6367963360354
287,22.0,0.0016930000001593726,-1.2000000000000006,0.29538479863151434
288,47.0,0.002980000001116423,-3.6999999999999993,0.26584631876836295
289,26.0,0.0016830000004119938,-1.600000000000001,0.23926168689152671
290,19.0,0.0012480000004870817,-101.9,-83.67838276265826
291,61.0,0.004114999999728752,-5.099999999999994,0.9260583040274117
292,34.0,0.002336999999897671,-2.4000000000000017,0.35378538927860814
293,104.0,0.007835000000341097,-9.399999999999979,0.3693209069637049
294,86.0,0.006296000001384527,-7.599999999999985,0.3323888162673344
295,52.0,0.003450999998676707,-105.2,-91.8672469963085
296,51.0,0.0032750000009400537,-4.099999999999998,0.46965034990726073
297,31.0,0.002081000000544009,-2.1000000000000014,0.4226853149165346
298,43.0,0.0027769999996962724,-104.3,-75.31054448639244
299,27.0,0.0019130000000586733,-102.7,-44.67311670243186
300,81.0,0.005430999999589403,-7.099999999999987,0.45161848610004407
301,38.0,0.002453000000969041,-2.800000000000002,0.47532366598985465
302,16.0,0.0012659999993047677,-0.6000000000000003,0.42779129939086924
303,22.0,0.001457000000300468,-1.2000000000000006,0.8778149460075703
304,37.0,0.002431000000797212,-2.700000000000002,0.4319299069186777
305,35.0,0.0022559999997611158,-2.5000000000000018,0.38873691622680995
306,144.0,0.009275000000343425,-13.399999999999965,0.4882949417559649
307,70.0,0.004493999998885556,-5.999999999999991,0.43946544758036843
308,48.0,0.003056999999898835,-3.799999999999999,0.529690541245458
309,31.0,0.001991999999518157,-2.1000000000000014,0.4767214871209121
310,36.0,0.002395999999862397,-2.600000000000002,0.42904933840882087
311,18.0,0.0012169999990874203,-0.8000000000000005,0.38614440456793875
312,30.0,0.002165999998396728,-2.0000000000000013,0.3475299641111449
313,30.0,0.0019400000001041917,-2.0000000000000013,0.3127769677000304
314,31.0,0.0019899999988410855,-103.1,-91.87099854982483
315,115.0,0.00741800000105286,-10.499999999999975,0.28149927093002736
316,22.0,0.001449999999749707,-1.2000000000000006,0.2533493438370247
317,31.0,0.001999000000068918,-2.1000000000000014,0.31550047003494597
318,22.0,0.0014449999998760177,-1.2000000000000006,0.28395042303145135
319,30.0,0.0020380000005388865,-2.0000000000000013,0.2555553807283062
320,44.0,0.0028210000000399305,-3.4000000000000004,0.22999984265547557
321,39.0,0.002517999999327003,-2.900000000000002,0.20699985838992796
322,48.0,0.003065999999307678,-3.799999999999999,0.7900334514068132
323,26.0,0.001877000000604312,-1.600000000000001,0.18629987255093516
324,52.0,0.0032969999992928933,-4.1999999999999975,0.26057905959283767
325,70.0,0.004404999999678694,-5.999999999999991,0.23452115363355386
326,112.0,0.007162999998399755,-111.19999999999997,-100.00054561473281
327,25.0,0.0016300000006594928,-102.5,-72.92890620019521
328,33.0,0.0022449999996752013,-103.3,-82.68052229667765
329,20.0,0.0014919999994162936,-1.0000000000000004,0.21106903827019852
330,30.0,0.0019420000007812632,-2.0000000000000013,0.18996213444317867
331,74.0,0.004814000001715613,-107.39999999999999,-74.41247006700988
332,121.0,0.007797000000209664,-11.099999999999973,0.26279738740700576
333,23.0,0.0015120000007300405,-1.3000000000000007,0.2365176486663052
334,21.0,0.0013859999999112915,-1.1000000000000005,0.21286588379967464
335,22.0,0.0014639999990322394,-1.2000000000000006,0.9287558440155684
336,37.0,0.0024329999996552942,-2.700000000000002,0.1915792954197072
337,32.0,0.0020769999991898658,-2.2000000000000015,0.1724213658777365
338,24.0,0.0015609999991283985,-1.4000000000000008,0.15517922928996286
339,25.0,0.0016279999999824213,-1.5000000000000009,0.13966130636096663
340,43.0,0.0029119999999238644,-3.3000000000000007,0.12569517572487
341,31.0,0.002002000001084525,-2.1000000000000014,0.17635658629724227
342,43.0,0.0028549999988172203,-3.3000000000000007,0.158720927667518
343,39.0,0.002531000000089989,-2.900000000000002,0.14284883490076616
344,23.0,0.0016879999984666938,-1.3000000000000007,0.12856395141068955
345,37.0,0.002426999999443069,-2.700000000000002,0.2687286126304972
346,49.0,0.0030900000001565786,-3.8999999999999986,0.24185575136744752
347,188.0,0.01181199999882665,-17.799999999999997,0.21767017623070273
348,43.0,0.0028410000013536774,-104.3,-63.70994711778294
349,27.0,0.0017430000007152557,-1.700000000000001,0.1959031586076324
350,24.0,0.0015620000012859236,-1.4000000000000008,0.1763128427468692
351,28.0,0.0020559999993565725,-1.8000000000000012,0.15868155847218224
352,21.0,0.0013849999995727558,-1.1000000000000005,0.142813402624964
353,26.0,0.001960999999937485,-1.600000000000001,0.12853206236246761
354,18.0,0.001211999999213731,-0.8000000000000005,0.32151830852396956
355,36.0,0.002313999999387306,-2.600000000000002,0.7110301062661318
356,21.0,0.0014109999992797384,-1.1000000000000005,0.3672930941070811
357,80.0,0.00518499999998312,-6.999999999999988,0.33056378469637304
358,209.0,0.01343799999995099,-120.90000000000003,-57.338952406004644
359,35.0,0.002252000000225962,-2.5000000000000018,0.37449360740740345
360,34.0,0.0023099999998521525,-2.4000000000000017,0.4982305170266319
361,34.0,0.0023729999993520323,-2.4000000000000017,0.4484074653239687
362,53.0,0.0033999999996012775,-4.299999999999997,0.4493711832980798
363,18.0,0.0011990000002697343,-0.8000000000000005,0.40443406496827183
364,19.0,0.0013710000002902234,-0.9000000000000006,0.36399065847144463
365,14.0,0.0009849999987636693,-101.4,-46.16853819046944
366,38.0,0.002473999998983345,-2.800000000000002,0.32759159262430015
367,43.0,0.002854000000297674,-3.3000000000000007,0.29483243336187015
368,18.0,0.001198999998450745,-0.8000000000000005,0.26534919002568313
369,50.0,0.0032369999989896314,-3.9999999999999982,0.2388142710231148
370,38.0,0.0025430000005144393,-2.800000000000002,0.21493284392080336
371,32.0,0.002109000000928063,-2.2000000000000015,0.25185165359100203
372,20.0,0.0013299999991431832,-1.0000000000000004,0.2830849665719901
373,24.0,0.0015569999995932449,-1.4000000000000008,0.2547764699147911
374,18.0,0.0012520000000222353,-0.8000000000000005,0.22929882292331194
375,63.0,0.0041959999998653075,-5.299999999999994,0.2640052718271243
376,23.0,0.0015170000006037299,-1.3000000000000007,0.23760474464441184
377,19.0,0.0012520000000222353,-0.9000000000000006,0.21384427017997065
378,29.0,0.0018839999993360834,-1.9000000000000012,0.19245984316197362
379,41.0,0.002612000000226544,-3.1000000000000014,0.6399270956395187
380,32.0,0.0021980000001349254,-2.2000000000000015,0.31670202461892705
381,24.0,0.001627000001462875,-1.4000000000000008,0.2850318221570344
382,31.0,0.001994999998714775,-2.1000000000000014,0.2565286399413309
383,36.0,0.0022890000000188593,-2.600000000000002,0.23087577594719777
384,24.0,0.0015560000010736985,-1.4000000000000008,0.20778819835247797
385,17.0,0.0013099999996484257,-101.7,-60.61167295087977
386,28.0,0.0018369999997958075,-1.8000000000000012,0.27589425543700885
387,34.0,0.00217500000144355,-2.4000000000000017,0.24830482989330793
388,30.0,0.002027000000452972,-2.0000000000000013,0.22347434690397716
389,33.0,0.0021319999996194383,-2.3000000000000016,0.38984523151859773
390,21.0,0.0015440000006492482,-1.1000000000000005,0.350860708366738
391,32.0,0.0020649999987654155,-2.2000000000000015,0.3157746375300642
392,32.0,0.0020530000001599547,-2.2000000000000015,0.2841971737770578
393,39.0,0.0024890000004234025,-2.900000000000002,0.3376366470401969
394,28.0,0.0018660000005183974,-1.8000000000000012,0.3038729823361772
395,19.0,0.0015349999994214159,-0.9000000000000006,0.27348568410255947
396,41.0,0.002614999999423162,-3.1000000000000014,0.625035871438223
397,26.0,0.0016899999991437653,-1.600000000000001,0.24613711569230357
398,25.0,0.0016259999993053498,-1.5000000000000009,0.22152340412307325
399,34.0,0.002340000000913278,-2.4000000000000017,0.19937106371076596
