episode,length,time,reward,delta
0,21.0,0.0019420000007812632,-102.1,-100.0
1,63.0,0.006312999999863678,-106.3,-100.0
2,36.0,0.002923000000009779,-103.60000000000001,-100.0
3,9.0,0.0009489999993093079,-100.9,-100.0
4,36.0,0.003522000000884873,-103.60000000000001,-100.0
5,27.0,0.002207999999882304,-102.7,-100.0
6,29.0,0.003674999999930151,-102.9,-99.99
7,15.0,0.0018409999993309611,-101.5,-99.9809
8,26.0,0.007266999999046675,-102.6,-89.991
9,15.0,0.003033000000868924,-101.5,-99.9809
10,96.0,0.010147000000870321,-109.59999999999998,-100.0
11,32.0,0.0028060000004188623,-103.2,-100.0
12,66.0,0.005789000000731903,-106.6,-99.972538
13,94.0,0.0069109999985812465,-8.399999999999983,1.0
14,75.0,0.005445999999210471,-107.49999999999999,-100.0
15,15.0,0.0010179999990214128,-101.5,-99.9808081
16,21.0,0.0014069999997445848,-102.1,-99.9726271
17,62.0,0.005075000000942964,-106.19999999999999,-100.0
18,21.0,0.001388000000588363,-102.1,-90.0
19,26.0,0.0016709999999875436,-102.6,-100.0
20,45.0,0.003412000000025728,-104.5,-99.9809
21,35.0,0.0023980000005394686,-103.5,-100.0
22,146.0,0.012411000001520733,-114.59999999999997,-99.99
23,43.0,0.003974999999627471,-104.3,-99.971944895336
24,43.0,0.0041870000004564645,-104.3,-99.93114848744607
25,25.0,0.0030150000002322486,-102.5,-84.58347421387725
26,106.0,0.010920000000623986,-110.59999999999998,-89.98272729
27,49.0,0.0036830000008194475,-104.9,-100.0
28,124.0,0.010696999999709078,-112.39999999999998,-89.98281
29,68.0,0.005215999999563792,-106.8,-100.0
30,57.0,0.004166000000623171,-105.69999999999999,-99.9899
31,27.0,0.0019960000008723,-102.7,-99.989899
32,26.0,0.0016809999997349223,-102.6,-99.98080809
33,40.0,0.0026680000009946525,-104.0,-99.98064589792348
34,118.0,0.007552999999461463,-111.79999999999997,-100.0
35,11.0,0.0007640000003448222,-101.1,-99.97253719
36,58.0,0.003645999999207561,-105.8,-99.95731693285546
37,27.0,0.0017520000001240987,-102.7,-89.9909091
38,18.0,0.0012679999999818392,-101.8,-99.9728
39,227.0,0.014186000000336207,-122.70000000000005,-100.0
40,140.0,0.009379000000990345,-113.99999999999997,-99.964859768429
41,83.0,0.005337000000508851,-108.29999999999998,-99.93916391494722
42,36.0,0.002456000000165659,-103.60000000000001,-91.8808989809
43,174.0,0.01112000000102853,-117.39999999999998,-89.99091
44,36.0,0.002606000000014319,-103.60000000000001,-92.63517240110993
45,160.0,0.010752999998658197,-115.99999999999996,-100.0
46,42.0,0.0027669999999488937,-104.2,-89.98258130813113
47,26.0,0.002215000000433065,-102.6,-99.92320207882511
48,77.0,0.004876999999396503,-107.69999999999999,-99.9521831066251
49,46.0,0.003281000001152279,-104.6,-90.0
50,23.0,0.0017390000011801021,-102.3,-99.99
51,29.0,0.0019720000000233995,-102.9,-100.0
52,119.0,0.007822999999916647,-111.89999999999998,-100.0
53,193.0,0.012944000000061351,-119.30000000000001,-90.0
54,37.0,0.002343000000109896,-103.7,-82.69280908281
55,26.0,0.0017560000014782418,-102.6,-74.423528174529
56,277.0,0.01798899999994319,-127.70000000000013,-100.0
57,136.0,0.00946500000100059,-113.59999999999997,-100.0
58,82.0,0.005875999999261694,-108.19999999999999,-89.975283471
59,84.0,0.005692000000635744,-108.39999999999999,-99.99
60,382.0,0.026864999999816064,-138.20000000000027,-100.0
61,89.0,0.0064460000012331875,-108.89999999999998,-100.0
62,36.0,0.002343000000109896,-103.60000000000001,-99.98972522044168
63,106.0,0.007858999999371008,-110.59999999999998,-99.99
64,60.0,0.004210999999486376,-106.0,-99.94755422311442
65,234.0,0.01911900000050082,-123.40000000000006,-99.99
66,131.0,0.010408000000097672,-113.09999999999997,-96.02340017683063
67,121.0,0.013977000000522821,-112.09999999999997,-99.972653571
68,75.0,0.005289999999149586,-107.49999999999999,-84.58021325767778
69,45.0,0.0046600000005128095,-104.5,-99.99
70,251.0,0.01930700000048091,-125.10000000000008,-90.0
71,72.0,0.005354999999326537,-107.19999999999999,-99.98117998
72,111.0,0.009809000001041568,-10.099999999999977,1.0
73,90.0,0.007403999999951338,-108.99999999999999,-80.99181819
74,231.0,0.016532999999981257,-123.10000000000005,-99.9809
75,14.0,0.001001999999061809,-101.4,-80.98432317731802
76,38.0,0.002403000000413158,-103.8,-99.9294041075137
77,92.0,0.007019999999101856,-109.19999999999999,-100.0
78,45.0,0.0028739999997924315,-104.5,-91.85894320599697
79,87.0,0.007238000000143074,-108.69999999999999,-91.0455787916114
80,11.0,0.0007670000013604295,-101.1,-84.57660021316826
81,251.0,0.016528000000107568,-24.100000000000087,1.0101882002
82,68.0,0.004417000000103144,-106.8,-78.49574710721167
83,25.0,0.0016350000005331822,-102.5,-99.95817090742824
84,66.0,0.004300000000512227,-106.6,-90.97345396555966
85,77.0,0.004991999998310348,-107.69999999999999,-91.85370977187432
86,92.0,0.0059399999991001096,-109.19999999999999,-99.81735092607138
87,130.0,0.008244000000559026,-11.99999999999997,0.928524442162
88,93.0,0.005932000000029802,-109.29999999999998,-80.97775512390001
89,114.0,0.007332999999562162,-111.39999999999998,-81.0
90,161.0,0.010249999999359716,-116.09999999999997,-90.98155008761
91,84.0,0.005296999999700347,-108.39999999999999,-99.97996687171259
92,221.0,0.014075999999477062,-122.10000000000005,-100.0
93,101.0,0.006382999999914318,-110.09999999999998,-75.58720896028704
94,126.0,0.008114000000205124,-11.599999999999971,0.8623793008318692
95,25.0,0.0016279999999824213,-102.5,-90.98923385373034
96,36.0,0.0023230000006151386,-103.60000000000001,-72.88589085958623
97,132.0,0.008445999999821652,-113.19999999999997,-90.0
98,231.0,0.014977000000726548,-22.10000000000006,0.7761413707486822
99,185.0,0.011758000000554603,-118.5,-81.0
100,28.0,0.0018110000000888249,-102.8,-100.0
101,17.0,0.001239999999597785,-101.7,-90.98980828091
