episode,length,time,reward,delta
0,50.0,0.0035220000027038623,-105.0,-100.00031607589622
1,58.0,0.0037290000000211876,-105.8,-100.00025459108194
2,47.0,0.003311999997094972,-104.7,-100.00049818262575
3,19.0,0.0015080000011948869,-101.9,-100.00068743077226
4,45.0,0.0030620000034105033,-104.5,-90.00061868769504
5,38.0,0.0026560000005702022,-103.8,-100.00049740994467
6,38.0,0.0025929999974323437,-103.8,-90.0002844683066
7,37.0,0.0033010000006470364,-103.7,-81.00055681892553
8,34.0,0.0022349999999278225,-103.4,-99.99977558727755
9,116.0,0.007944999997562263,-111.59999999999998,-99.99997165817108
10,80.0,0.005044000001362292,-107.99999999999999,-99.99988975506542
11,28.0,0.0022920000010344665,-102.8,-100.00037733356932
12,97.0,0.006800999999541091,-109.69999999999999,-100.00006104595643
13,39.0,0.0025480000003881287,-103.9,-100.00056688228479
14,45.0,0.002869999996619299,-104.5,-99.99037228754253
15,60.0,0.0039410000026691705,-106.0,-81.00025602147593
16,132.0,0.008744999999180436,-113.19999999999997,-100.00055808918982
17,89.0,0.006029000000125961,-108.89999999999998,-90.98966503413783
18,32.0,0.0022250000001804437,-103.2,-99.9895821300567
19,78.0,0.004970000001776498,-107.79999999999998,-99.97316504092947
20,41.0,0.002883000001020264,-104.1,-99.9730994967515
21,102.0,0.0068760000031034,-110.19999999999997,-99.97228631444627
22,52.0,0.003555000002961606,-105.2,-99.98976938877725
23,52.0,0.0035200000020267908,-105.2,-99.98941427102937
24,42.0,0.003289000000222586,-104.2,-72.90023041932835
25,33.0,0.0021510000005946495,-103.3,-99.97179830302083
26,84.0,0.0059089999995194376,-108.39999999999999,-100.00058120693092
27,25.0,0.0016389999982493464,-102.5,-100.00033144109757
28,145.0,0.01062600000295788,-114.49999999999997,-99.96169133990591
29,185.0,0.013585000000603031,-118.5,-99.9898785167164
30,30.0,0.002068000001600012,-103.0,-99.93169652416762
31,30.0,0.002419000000372762,-103.0,-89.99047284392644
32,96.0,0.007363999997323845,-109.59999999999998,-89.99062391705104
33,61.0,0.004055999997945037,-106.1,-100.00024416519582
34,13.0,0.0012449999994714744,-101.3,-65.61020737739551
35,83.0,0.00605599999835249,-108.29999999999998,-100.0003976693694
36,126.0,0.009756999999808613,-112.59999999999997,-81.89069853072405
37,52.0,0.0038610000010521617,-105.2,-90.00044836436317
38,380.0,0.028018000000884058,-138.00000000000028,-100.00071362064064
39,44.0,0.003360999999131309,-104.4,-81.00040352792686
40,59.0,0.004290000000764849,-105.89999999999999,-89.99133505878827
41,71.0,0.006970999998884508,-107.1,-73.70162867765164
42,106.0,0.007419000001391396,-110.59999999999998,-90.00005494136079
43,38.0,0.0030259999984991737,-103.8,-90.00022913197375
44,114.0,0.008211000000301283,-111.39999999999998,-100.0002721020167
45,66.0,0.004922000000078697,-106.6,-99.95384163388056
46,54.0,0.004054000000905944,-105.39999999999999,-99.96208282658685
47,230.0,0.01666500000283122,-123.00000000000006,-99.99993825521653
48,176.0,0.013210999997681938,-117.59999999999998,-100.00083055267778
49,39.0,0.0030479999986710027,-103.9,-99.95433049237306
50,46.0,0.00298300000213203,-104.6,-99.91339090544423
51,71.0,0.005211000003328081,-107.1,-69.68606852884419
52,243.0,0.018034000000625383,-124.30000000000007,-99.98990584880478
53,97.0,0.007790999999997439,-109.69999999999999,-100.00033247846933
54,29.0,0.0021339999984775204,-102.9,-99.9814407889408
55,38.0,0.0028100000017730054,-103.8,-89.99091526392431
56,41.0,0.002789999998640269,-104.1,-99.99032127567027
57,57.0,0.004831000002013752,-105.69999999999999,-99.90040685089218
58,119.0,0.008501000000251224,-111.89999999999998,-75.59780497335771
59,22.0,0.0015849999981583096,-102.2,-80.99156152534593
60,174.0,0.012210999997478211,-117.39999999999998,-99.96367186727757
61,69.0,0.005503999997017672,-106.89999999999999,-100.00061898729363
62,433.0,0.03034499999921536,-143.30000000000035,-90.00021974867624
63,37.0,0.0025349999996251427,-103.7,-59.04918663965596
64,204.0,0.013688999999430962,-120.40000000000002,-53.14426797569036
65,63.0,0.004323000001022592,-106.3,-100.0001403913769
66,246.0,0.01627100000041537,-124.60000000000008,-99.96575947363279
67,73.0,0.0048749999987194315,-107.29999999999998,-82.8796875137502
68,156.0,0.010527999998885207,-115.59999999999997,-100.00061506161981
69,29.0,0.002175999998144107,-102.9,-99.94172179857125
70,206.0,0.01380799999969895,-120.60000000000002,-81.00004944722471
71,97.0,0.006868000000395114,-109.69999999999999,-90.94014653506468
72,43.0,0.0029020000001764856,-104.3,-99.99017040212199
73,144.0,0.009680999999545747,-114.39999999999996,-81.00020621877638
74,45.0,0.0033409999996365514,-104.5,-100.00031184943242
75,40.0,0.002564999998867279,-104.0,-68.03802447602195
76,37.0,0.00261300000056508,-103.7,-92.62876143877158
77,130.0,0.008620000000519212,-112.99999999999997,-90.00033960021238
78,167.0,0.010887000000366243,-116.69999999999996,-99.98046030353139
79,134.0,0.009062000000994885,-113.39999999999996,-99.98984844733982
80,156.0,0.010806999998749234,-115.59999999999997,-99.96186466915766
81,143.0,0.011042999998608138,-114.29999999999997,-99.99018154955098
