episode,length,time,reward,delta
0,28.0,0.002336999999897671,-102.8,-99.9999786782022
1,27.0,0.0017800000005081529,-102.7,-100.00075505745241
2,22.0,0.0014469999987340998,-102.2,-100.00017654358467
3,23.0,0.0014979999996285187,-102.3,-100.00079674471097
4,27.0,0.0017719999996188562,-102.7,-100.00076876911035
5,56.0,0.0036089999994146638,-105.6,-99.9816623266505
6,40.0,0.0035469999984343303,-104.0,-99.98083303274004
7,11.0,0.0007590000004711328,-101.1,-99.99023261642812
8,15.0,0.0012729999998555286,-101.5,-100.00020719888285
9,14.0,0.0010909999982686713,-101.4,-99.99039995413145
10,12.0,0.0008379999999306165,-101.2,-100.00011402845571
11,27.0,0.001781999999366235,-102.7,-99.99073912586773
12,37.0,0.0024740000008023344,-103.7,-99.96567355487664
13,49.0,0.004188000000795,-104.9,-100.0008209792955
14,29.0,0.0020610000010492513,-102.9,-99.99011575649405
15,16.0,0.0010770000008051284,-101.6,-99.98986171223575
16,97.0,0.00622299999849929,-109.69999999999999,-89.98274972946604
17,96.0,0.006137000000308035,-109.59999999999998,-100.00074698719295
18,32.0,0.0021230000002105953,-103.2,-99.9897859686881
19,24.0,0.0015410000014526304,-102.4,-99.99047759370589
20,22.0,0.0015180000009422656,-102.2,-99.99041210726126
21,61.0,0.003921000001355424,-106.1,-99.93642365347333
22,27.0,0.00174200000037672,-102.7,-99.9817724650602
23,47.0,0.0029579999991256045,-104.7,-99.9655635928001
24,49.0,0.003262999998696614,-104.9,-89.9914335871675
25,27.0,0.0017750000006344635,-102.7,-90.00071707023986
26,80.0,0.005090000000564032,-107.99999999999999,-99.98137411162361
27,79.0,0.005116000000271015,-107.89999999999999,-100.00072179798833
28,45.0,0.002860000000509899,-104.5,-99.98126445027032
29,49.0,0.0032100000007631024,-104.9,-100.00022587275777
30,47.0,0.0030450000012933742,-104.7,-82.88979618752029
31,62.0,0.004007000001365668,-106.19999999999999,-100.00055453468015
32,87.0,0.005639999999402789,-108.69999999999999,-99.97231963156224
33,72.0,0.0045160000008763745,-107.19999999999999,-99.95729994753637
34,19.0,0.0012499999993451638,-101.9,-99.98994536041789
35,199.0,0.012647999999899184,-119.9,-99.98997947834872
36,72.0,0.004531999999016989,-107.19999999999999,-100.00068476067956
37,131.0,0.008458000000246102,-113.09999999999997,-100.0004659933074
38,6.0,0.00045399999908113386,-100.6,-77.1300457654603
39,105.0,0.006669000000329106,-9.499999999999979,0.999586168805908
40,66.0,0.004322999999203603,-106.6,-99.96459433750208
41,133.0,0.008481000000756467,-113.29999999999997,-100.00065236236047
