episode,length,time,reward,delta
0,26.0,0.003202000001692795,-102.6,-100.0
1,9.0,0.0011759999997593695,-100.9,-100.0
2,11.0,0.0013920000001235167,-101.1,-100.0
3,4.0,0.00048299999980372377,-100.4,-100.0
4,36.0,0.003290999999080668,-103.60000000000001,-99.99
5,9.0,0.0009529999988444615,-100.9,-100.0
6,16.0,0.0015779999994265381,-101.6,-100.0
7,24.0,0.0038430000004154863,-102.4,-100.0
8,19.0,0.0022379999991244404,-101.9,-100.0
9,104.0,0.008587999998781015,-110.39999999999998,-90.0
10,26.0,0.0020390000008774223,-102.6,-90.0
11,22.0,0.001759999999194406,-102.2,-100.0
12,23.0,0.0038659999991068617,-102.3,-100.0
13,21.0,0.006783999999242951,-102.1,-99.9894369264
14,44.0,0.0028550000006362097,-104.4,-90.0
15,41.0,0.002624999999170541,-104.1,-100.0
16,26.0,0.0037270000011631055,-102.6,-99.95073063288
17,45.0,0.0029109999995853286,-104.5,-99.9898
18,42.0,0.002876000000469503,-104.2,-99.981
19,15.0,0.0010750000001280569,-101.5,-90.9898
20,15.0,0.0010199999996984843,-101.5,-99.941293376104
21,18.0,0.0013150000013411045,-101.8,-99.99
22,19.0,0.00130400000125519,-101.9,-99.96382654278226
23,42.0,0.0026870000001508743,-104.2,-90.989458
24,27.0,0.0019279999996797414,-102.7,-100.0
25,19.0,0.0012670000014622929,-101.9,-100.0
26,52.0,0.003521000000546337,-105.2,-100.0
27,21.0,0.001390999999784981,-102.1,-90.0
28,15.0,0.0010070000007544877,-101.5,-90.0
29,8.0,0.0005899999996472616,-100.8,-90.0
30,17.0,0.0011360000007698545,-101.7,-100.0
31,65.0,0.004262999998900341,-106.5,-90.0
32,18.0,0.0012079999996785773,-101.8,-81.0
33,7.0,0.0005130000008648494,-100.7,-99.94067536080298
34,20.0,0.0013189999990572687,-102.0,-100.0
35,33.0,0.0021440000000438886,-103.3,-72.9
36,87.0,0.005600000000413274,-108.69999999999999,-100.0
37,33.0,0.0021719999986089533,-103.3,-100.0
38,78.0,0.004991000001609791,-107.79999999999998,-91.85142914499131
39,63.0,0.00412999999934982,-106.3,-84.58981645294489
40,32.0,0.002064000000245869,-103.2,-99.96541
41,63.0,0.003989999999248539,-106.3,-99.97188496799087
42,4.0,0.00032499999906576704,-100.4,-65.61
43,21.0,0.0015319999984058086,-102.1,-99.96505
44,104.0,0.0067889999991166405,-110.39999999999998,-81.0
45,130.0,0.008372000000235857,-112.99999999999997,-99.96394188094852
46,57.0,0.003789999998843996,-105.69999999999999,-99.94196985170032
47,76.0,0.0047969999995984836,-107.6,-95.61789882636677
48,84.0,0.005300000000715954,-108.39999999999999,-85.93711194427246
49,95.0,0.006096000000979984,-109.49999999999999,-90.0
50,111.0,0.007111000000804779,-111.09999999999998,-100.0
51,65.0,0.0041009999986272305,-106.5,-81.89051219999999
52,29.0,0.0019640000009530922,-102.9,-99.95469436557075
53,13.0,0.0008870000001479639,-101.3,-90.96040370925347
54,102.0,0.007560000000012224,-110.19999999999997,-100.0
