episode,length,time,reward,delta
0,74.0,0.00603899999987334,-107.39999999999999,-100.00006151288423
1,25.0,0.001689000000624219,-102.5,-100.00005109816837
2,131.0,0.008423999999649823,-113.09999999999997,-99.99961772825004
3,94.0,0.0062409999991359655,-109.39999999999998,-100.00020793105449
4,38.0,0.0026069999985338654,-103.8,-99.9901107717856
5,30.0,0.005862999998498708,-103.0,-99.9999078425983
6,73.0,0.004712999998446321,-107.29999999999998,-99.99933226827885
7,10.0,0.0007040000018605497,-101.0,-99.99993107379855
8,39.0,0.0028490000004239846,-103.9,-100.00029734386241
9,113.0,0.01104999999733991,-111.29999999999998,-89.99939904145097
10,24.0,0.0016370000012102537,-102.4,-99.99932229756836
11,81.0,0.005339999999705469,-108.1,-100.00002277919387
12,42.0,0.0027340000015101396,-104.2,-99.99947638746933
13,45.0,0.0029519999989133794,-104.5,-89.99939006781152
14,33.0,0.0021280000000842847,-103.3,-99.96879662605842
15,123.0,0.007799999999406282,-112.29999999999997,-99.9781325424228
16,33.0,0.0021239999987301417,-103.3,-100.00033559848083
17,34.0,0.0022759999992558733,-103.4,-99.99969407500178
18,72.0,0.004585999999108026,-107.19999999999999,-99.99020179705133
19,67.0,0.004345999997894978,-106.69999999999999,-100.00011213314579
20,106.0,0.00676700000258279,-110.59999999999998,-99.99997188610907
21,16.0,0.0014550000014423858,-101.6,-90.00030203863274
22,28.0,0.0018190000009781215,-102.8,-99.96985899243572
23,64.0,0.00413499999922351,-106.39999999999999,-90.98837808615937
24,212.0,0.013437999998132,-121.20000000000003,-80.99945106103036
25,58.0,0.0037950000005366746,-105.8,-99.9804231433909
26,57.0,0.0036069999987375923,-105.69999999999999,-90.00002050127449
27,132.0,0.00846100000126171,-113.19999999999997,-89.99972466750161
28,60.0,0.003933999996661441,-106.0,-99.98954700464893
29,30.0,0.0020040000017615966,-103.0,-82.889415361336
30,56.0,0.0036330000002635643,-105.6,-99.96931100212855
31,32.0,0.0020700000022770837,-103.2,-99.98888744205262
32,51.0,0.003267000000050757,-105.1,-99.9999741444804
33,76.0,0.004774000000907108,-107.6,-99.99978857355882
34,48.0,0.0031739999976707622,-104.8,-74.60047382520241
35,18.0,0.0011970000014116522,-101.8,-90.96988469524278
36,39.0,0.0025800000003073364,-103.9,-90.0000553615958
37,84.0,0.005564999999478459,-108.39999999999999,-81.00004982543622
38,118.0,0.007419999998091953,-111.79999999999997,-99.9997280690087
39,27.0,0.0019190000020898879,-102.7,-81.00001845114704
40,47.0,0.003028999999514781,-104.7,-99.97900004751884
41,65.0,0.004099000001588138,-106.5,-99.99959342098872
42,113.0,0.007236999997985549,-111.29999999999998,-99.9993915162887
43,259.0,0.01678199999878416,-125.90000000000009,-100.00010168035864
44,149.0,0.00975299999845447,-114.89999999999996,-99.99945914881407
45,111.0,0.007053000001178589,-111.09999999999998,-100.00002788291938
46,44.0,0.0029900000008638017,-104.4,-81.88954027754343
47,90.0,0.007295999999769265,-108.99999999999999,-76.30920274784941
48,66.0,0.005202000000281259,-106.6,-99.98064767338049
49,80.0,0.007237000001623528,-107.99999999999999,-89.9995287487224
50,69.0,0.004769999999552965,-106.89999999999999,-80.99945913730588
51,43.0,0.0033889999976963736,-104.3,-89.99963407888984
52,67.0,0.004402999999001622,-106.69999999999999,-100.00025104898103
53,49.0,0.0031689999996160623,-104.9,-75.59074058829113
54,16.0,0.0012449999994714744,-101.6,-72.9000448428926
55,34.0,0.002193000000261236,-103.4,-89.99997673003236
56,152.0,0.00966100000005099,-115.19999999999996,-99.86437135851958
57,96.0,0.006169000000227243,-109.59999999999998,-90.97866770325265
58,136.0,0.009562999999616295,-113.59999999999997,-99.9997629222015
59,223.0,0.014489000001049135,-122.30000000000004,-99.97955343188804
60,95.0,0.006184999998367857,-109.49999999999999,-100.0002130785124
61,21.0,0.0015219999986584298,-102.1,-68.03166652946202
62,29.0,0.0019509999983711168,-102.9,-72.89951322357528
63,10.0,0.0007119999972928781,-101.0,-72.90001660603234
64,39.0,0.0025189999978465494,-103.9,-89.99951323393266
65,72.0,0.004724999998870771,-107.19999999999999,-99.99012976523312
66,32.0,0.0021150000029592775,-103.2,-99.9536582069181
67,14.0,0.0009529999988444615,-101.4,-89.99991705833847
68,107.0,0.006987000000663102,-110.69999999999997,-99.9727146419765
69,36.0,0.0023419999997713603,-103.60000000000001,-99.8852122078802
70,15.0,0.001109999997424893,-101.5,-99.92677452311942
71,66.0,0.0044679999991785735,-106.6,-90.98000172157364
72,75.0,0.004747999999381136,-107.49999999999999,-89.89669098709217
73,52.0,0.004457999999431195,-105.2,-99.99938751660926
74,29.0,0.001944999999977881,-102.9,-89.98110004276695
75,93.0,0.006105000000388827,-109.29999999999998,-90.9879950096526
76,146.0,0.009226999998645624,-114.59999999999997,-99.93114265298581
77,105.0,0.006632000000536209,-110.49999999999997,-99.99974308040301
78,158.0,0.010057999999844469,-115.79999999999995,-65.6100149454291
79,15.0,0.0011290000002190936,-101.5,-59.04901345088619
80,73.0,0.004717000003438443,-107.29999999999998,-99.99961060230359
81,100.0,0.006555999996635364,-109.99999999999999,-99.91171946159517
82,61.0,0.0038399999975808896,-106.1,-91.87573191158734
83,68.0,0.004378000001452165,-106.8,-99.99967646063689
84,124.0,0.007789999999658903,-112.39999999999998,-99.9303932109073
85,89.0,0.006875999999465421,-108.89999999999998,-80.99992535250462
86,139.0,0.009731999998621177,-113.89999999999996,-89.99945236465982
87,24.0,0.002147999999579042,-102.4,-68.54940866066816
88,113.0,0.008089000002655666,-111.29999999999998,-81.88200154941629
89,46.0,0.0029780000004393514,-104.6,-89.99965595542504
90,125.0,0.008259000001999084,-112.49999999999997,-80.99950712819384
91,91.0,0.006056999998691026,-109.09999999999998,-80.99997905702912
92,82.0,0.0052720000021508895,-108.19999999999999,-99.95061852206668
93,62.0,0.004236000000673812,-106.19999999999999,-80.99967067100087
94,53.0,0.003416999999899417,-105.3,-90.00010091983121
95,195.0,0.013886000000638887,-119.5,-99.99986504136344
96,81.0,0.005302000001393026,-108.1,-70.41163105123877
97,46.0,0.002949999998236308,-104.6,-72.89993281725415
98,46.0,0.002970000001369044,-104.6,-99.84115206900482
99,58.0,0.00370400000247173,-105.8,-90.00019177066116
100,120.0,0.007988999997905921,-111.99999999999997,-99.9993672750687
101,23.0,0.0015100000018719584,-102.3,-68.67828247306447
102,154.0,0.010103000000526663,-115.39999999999996,-99.99969827076795
103,23.0,0.001623000000108732,-102.3,-65.61004035860333
104,35.0,0.002454000001307577,-103.5,-99.84586801295318
105,51.0,0.00340900000082911,-105.1,-89.99980971620293
106,40.0,0.002577999999630265,-104.0,-99.91846020608891
107,205.0,0.013537999999243766,-120.50000000000003,-99.99963385871419
108,93.0,0.006427999996958533,-109.29999999999998,-99.98035498269533
109,36.0,0.0031499999968218617,-103.60000000000001,-99.95455364065604
110,73.0,0.0053919999991194345,-107.29999999999998,-89.92661418548002
111,390.0,0.025366999998368556,-139.00000000000028,-99.99929020452959
112,114.0,0.007316999999602558,-111.39999999999998,-99.99987585012543
113,350.0,0.02236099999936414,-135.00000000000023,-89.9997088145732
114,125.0,0.008043999998335494,-112.49999999999997,-99.99992844350513
115,130.0,0.00827700000081677,-112.99999999999997,-100.00036281380834
116,115.0,0.007537999998021405,-111.49999999999997,-89.9911167887098
117,193.0,0.01236599999901955,-119.30000000000001,-99.90596390264743
118,190.0,0.012094000001525274,-119.0,-99.97902400194396
119,199.0,0.012735000000247965,-119.9,-89.99997469749816
120,49.0,0.003284999998868443,-104.9,-80.98299003849027
121,83.0,0.0053389999993669335,-108.29999999999998,-99.86602893771783
122,64.0,0.004045999998197658,-106.39999999999999,-90.98797950523803
123,50.0,0.003638000001956243,-105.0,-63.11383555216877
124,257.0,0.016373999998904765,-125.7000000000001,-99.9351161205371
125,172.0,0.010930000000371365,-117.19999999999997,-99.95048151764298
126,126.0,0.00809300000037183,-112.59999999999997,-99.98047375112701
127,157.0,0.010065999998914776,-115.69999999999996,-99.99006348732404
128,122.0,0.007841000002372311,-112.19999999999997,-89.99972844369115
129,17.0,0.001145000001997687,-101.7,-53.144112105797575
130,52.0,0.0033350000012433156,-105.2,-72.89970360390078
131,69.0,0.004550000001472654,-106.89999999999999,-89.86128121165785
132,45.0,0.002861999997548992,-104.5,-78.66149709180621
133,52.0,0.0033010000006470364,-105.2,-47.82970089521782
134,252.0,0.016084000002592802,-125.20000000000009,-99.99955926147776
135,83.0,0.005271000001812354,-108.29999999999998,-69.02965896367058
136,58.0,0.003927000001567649,-105.8,-61.81045422575802
137,101.0,0.00662200000078883,-110.09999999999998,-99.96164912391193
138,322.0,0.020253999999113148,-132.2000000000002,-80.99969035988254
139,148.0,0.00954499999716063,-13.799999999999963,1.0001810060638217
140,93.0,0.0061550000027637,-109.29999999999998,-99.98005619197818
141,163.0,0.010363000001234468,-15.299999999999962,0.9001629054574395
142,49.0,0.003112000002147397,-104.9,-99.83744450248587
143,87.0,0.005761000000347849,-108.69999999999999,-80.99200510983883
144,82.0,0.005339999999705469,-108.19999999999999,-90.00022594408293
145,228.0,0.014634000002843095,-122.80000000000005,-75.59521371754036
146,422.0,0.026694999996834667,-41.20000000000033,0.8387192330989132
147,38.0,0.0024349999985133763,-103.8,-99.83984278374582
148,18.0,0.001251999998203246,-101.8,-99.69643799590574
149,107.0,0.006870000001072185,-110.69999999999997,-100.00020439182369
150,120.0,0.0076159999989613425,-111.99999999999997,-89.99988826511289
151,30.0,0.0019869999996444676,-103.0,-55.629408803182216
152,194.0,0.012356999999610707,-119.4,-99.95490363489381
153,77.0,0.005038999999669613,-107.69999999999999,-81.00009082784808
154,251.0,0.01604600000064238,-125.10000000000008,-91.86215423580545
155,170.0,0.010790000000270084,-116.99999999999997,-62.12669306730352
156,122.0,0.007903999998234212,-112.19999999999997,-89.99944876494833
157,59.0,0.003872000001138076,-105.89999999999999,-85.94458437945026
158,124.0,0.007982999999512685,-112.39999999999998,-99.98016902733382
159,102.0,0.006676000000879867,-110.19999999999997,-99.97028032792716
160,43.0,0.002754999997705454,-104.3,-43.046730805696036
161,255.0,0.01620799999727751,-24.500000000000092,0.7548473097890218
162,204.0,0.013189000001148088,-120.40000000000002,-99.99971201528935
163,69.0,0.004376000000775093,-106.89999999999999,-100.00009334042379
164,91.0,0.007023999998637009,-8.099999999999984,0.6793625788101196
165,238.0,0.01548200000252109,-123.80000000000007,-99.99961492131976
166,208.0,0.014307999997981824,-120.80000000000003,-89.98112160174956
167,77.0,0.0049010000002454035,-107.69999999999999,-100.00011803174674
168,131.0,0.00825799999802257,-113.09999999999997,-99.94899761432676
169,113.0,0.007407999997667503,-10.299999999999976,0.6114263209291076
170,109.0,0.007196999998996034,-110.89999999999998,-100.00024226505815
171,176.0,0.011220000000321306,-117.59999999999998,-99.95367979071489
172,100.0,0.006495999998151092,-109.99999999999999,-89.99965342918779
173,437.0,0.029609000001073582,-42.70000000000035,0.5502836888361968
174,22.0,0.001467000001866836,-102.2,-38.74205772512643
175,136.0,0.008767999999690801,-12.599999999999968,0.5484800898665622
176,81.0,0.005295999999361811,-108.1,-100.00014936666611
177,93.0,0.006068999999115476,-109.29999999999998,-99.95448827948228
178,263.0,0.01707399999941117,-126.3000000000001,-99.96081287016428
179,101.0,0.006430999997974141,-9.09999999999998,0.49363208087990595
180,287.0,0.018157000002247514,-128.70000000000013,-99.92915466955975
181,487.0,0.03138300000136951,-47.70000000000042,0.4982321118634978
182,80.0,0.005630999999993946,-107.99999999999999,-89.99978662998134
183,90.0,0.0061260000002221204,-108.99999999999999,-99.81737254604234
184,62.0,0.004049999999551801,-106.19999999999999,-70.79534738262558
185,119.0,0.00821400000131689,-111.89999999999998,-56.802451996951895
186,236.0,0.014907000000675907,-123.60000000000007,-89.99979354093863
187,23.0,0.0015800000001036096,-102.3,-99.85801917471713
188,199.0,0.01282100000025821,-119.9,-90.00009151232278
189,112.0,0.007504000001063105,-10.199999999999976,1.0001833014163133
190,105.0,0.006659999999101274,-110.49999999999997,-99.91047962591145
191,572.0,0.038886999998794636,-157.20000000000056,-99.9450484804612
192,48.0,0.003403000002435874,-104.8,-99.80849016154636
193,117.0,0.007617999999638414,-111.69999999999997,-99.98044240125486
194,74.0,0.004897999999229796,-107.39999999999999,-92.62791048167563
195,81.0,0.005357000001822598,-108.1,-99.80122873122941
196,294.0,0.018939000001410022,-129.40000000000015,-99.932963207141
197,189.0,0.012145000000600703,-118.9,-72.89972132389428
198,161.0,0.010160999998333864,-116.09999999999997,-99.89508328696415
199,287.0,0.018646000000444474,-27.700000000000138,0.448408900677148
200,114.0,0.00739400000020396,-10.399999999999975,0.40356801060943326
201,89.0,0.0058200000021315645,-108.89999999999998,-99.99949744228515
202,80.0,0.00515599999926053,-107.99999999999999,-99.921727005182
203,143.0,0.009167000000161352,-13.299999999999965,0.4193193443062512
204,158.0,0.010231000000203494,-14.79999999999996,0.900164971274682
205,248.0,0.015981999997165985,-23.800000000000082,0.4531378277183603
206,167.0,0.010952000000543194,-15.699999999999967,0.40782404494652424
207,175.0,0.01120699999955832,-117.49999999999997,-99.8680382406398
208,130.0,0.008275000000139698,-112.99999999999997,-99.87786380032657
209,101.0,0.006499999999505235,-110.09999999999998,-99.83769571508161
210,87.0,0.005688999997801147,-108.69999999999999,-63.71581264436303
211,217.0,0.013834999997925479,-20.70000000000004,0.3670416404518718
212,56.0,0.0035669999997480772,-105.6,-99.86430167542726
213,504.0,0.032310999999026535,-49.400000000000446,0.8239563069799073
214,152.0,0.009901000001264038,-14.199999999999962,0.33033747640668465
215,275.0,0.017646000000240747,-26.50000000000012,0.7415606762819166
216,272.0,0.017275999998673797,-26.200000000000117,0.2973037287660162
217,261.0,0.01667700000325567,-25.1000000000001,0.26757335588941455
218,165.0,0.010523000000830507,-15.499999999999964,0.6903749578396615
219,243.0,0.015449999998963904,-23.300000000000075,0.2408160203004731
220,234.0,0.014933999998902436,-123.40000000000006,-89.99967047284277
221,191.0,0.01219900000069174,-119.1,-92.61842258386028
222,86.0,0.005793000000267057,-108.59999999999998,-72.90008174506329
223,66.0,0.00429200000144192,-106.6,-99.99019095506536
224,236.0,0.015180999998847255,-123.60000000000007,-65.60956190121775
225,265.0,0.016910000002098968,-25.500000000000107,0.21673441827042583
226,188.0,0.012148999998316867,-17.799999999999997,0.6213374620556953
227,274.0,0.017610000002605375,-127.40000000000012,-99.92199266806631
228,195.0,0.01260800000090967,-18.500000000000007,0.5592037158501257
229,140.0,0.008981999999377877,-12.999999999999966,0.19506097644338327
230,72.0,0.004562000001897104,-6.19999999999999,0.20205458353870187
231,139.0,0.009058999999979278,-12.899999999999967,0.18184912518483165
232,231.0,0.014798999996855855,-22.10000000000006,0.16366421266634845
233,360.0,0.022916000001714565,-35.00000000000024,0.14729779139971355
234,187.0,0.011917999996512663,-17.699999999999996,0.5032833442651132
235,163.0,0.010396000001492212,-15.299999999999962,0.13256801225974224
