episode,length,time,reward,delta
0,25.0,0.0018909999998868443,-102.5,-100.00028861952966
1,19.0,0.001283999999941443,-101.9,-99.99998107240349
2,10.0,0.0008349999989150092,-101.0,-100.00029110880334
3,29.0,0.0020719999993161764,-102.9,-90.000261997923
4,22.0,0.001636000000871718,-102.2,-99.99939454121917
5,25.0,0.0019069999998464482,-102.5,-100.00004124011407
6,51.0,0.003773999998884392,-105.1,-100.00008097421193
7,10.0,0.0007329999989451608,-101.0,-99.98050752174659
8,9.0,0.0006450000000768341,-100.9,-99.99000945881836
9,6.0,0.00045399999908113386,-100.6,-89.99100851293652
10,39.0,0.00257199999941804,-103.9,-99.98965253104502
11,8.0,0.0005789999995613471,-100.8,-99.99939160260189
12,21.0,0.0015530000000580912,-102.1,-99.9900217956685
13,25.0,0.0028110000002925517,-102.5,-99.99986188188683
14,15.0,0.0010220000003755558,-101.5,-99.99995536422313
15,14.0,0.0010860000002139714,-101.4,-89.98245676957193
16,18.0,0.0012420000002748566,-101.8,-89.99998296516314
17,52.0,0.0037360000005719485,-105.2,-90.00007287679074
18,32.0,0.0022869999993417878,-103.2,-100.00009580787815
19,24.0,0.0015749999984109309,-102.4,-99.98904475424612
20,11.0,0.0007900000000518048,-101.1,-80.99190766164287
21,31.0,0.002003000001423061,-103.1,-99.99009654856958
22,38.0,0.002607000000352855,-103.8,-99.95262906651138
23,63.0,0.004015999998955522,-106.3,-99.99955814970538
24,58.0,0.00367999999980384,-105.8,-100.0001834086067
25,22.0,0.0016619999987597112,-102.2,-99.9893561812456
26,35.0,0.0022499999995488906,-103.5,-99.99967210090539
27,54.0,0.003658999999970547,-105.39999999999999,-99.9812408445739
28,58.0,0.003891000000294298,-105.8,-99.98987152589353
29,36.0,0.002379999999902793,-103.60000000000001,-100.00002457337018
30,93.0,0.005946000001131324,-109.29999999999998,-99.97052102406009
31,25.0,0.0018469999995431863,-102.5,-99.94071128924074
32,24.0,0.0016169999998965068,-102.4,-89.99101961610165
33,79.0,0.004997000000003027,-107.89999999999999,-80.99998466864682
34,20.0,0.0013170000001991866,-102.0,-99.98136318965582
35,37.0,0.0025080000013986137,-103.7,-82.88058055091975
36,45.0,0.0028989999991608784,-104.5,-99.99945104539476
37,20.0,0.001452999998946325,-102.0,-90.00000870991761
38,15.0,0.00102100000003702,-101.5,-99.85853192117185
39,39.0,0.0025369999984832248,-103.9,-89.87267872905467
40,32.0,0.0023540000001958106,-103.2,-89.99995982780081
41,34.0,0.002201999999670079,-103.4,-89.99108689371263
42,28.0,0.0018079999990732176,-102.8,-99.98975905445151
43,65.0,0.0043970000006083865,-106.5,-99.9996357947872
44,16.0,0.0010910000000876607,-101.6,-100.00022014733348
45,43.0,0.003964999999880092,-104.3,-74.59252249582778
46,30.0,0.0026990000005753245,-103.0,-99.96124665060671
