params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",22.05051299999832,1000,-0.1850668820781318,-0.07105263157894738,-5.65,-0.03125000000000001,0.5220577449336109
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",24.048138999998628,1000,-0.0702994013210774,-0.07105263157894738,-0.09806338028169012,-0.02666666666666669,0.010946416015752856
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",19.40066200000001,1000,-0.06837162514596946,-0.06944444444444446,-0.09191176470588236,-0.02666666666666669,0.009887755947646244
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",18.830069999999978,1000,-0.07144921303178936,-0.0725,-0.09261744966442952,-0.03125000000000001,0.009610987810252653
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",218.33750800000053,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",188.62113500000123,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",26.25086899999951,1000,-0.07100224722349546,-0.07142375168690959,-0.09751693002257338,-0.03125000000000001,0.011133187352037104
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",22.50785999999789,1000,-0.10504522057002212,-0.07027027027027029,-3.8,-0.03125000000000001,0.2813993158587123
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",24.105576999998448,1000,-0.07010323310447542,-0.07105263157894738,-0.09651898734177214,-0.021428571428571446,0.011386174612660858
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",27.368576000000758,1000,-0.07247638063138677,-0.07317073170731707,-0.09802158273381294,-0.02666666666666669,0.011614905835105525
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",20.7527740000005,1000,-0.06839410759193583,-0.06944444444444446,-0.09017857142857144,-0.02666666666666669,0.009654175836171413
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",32.15685200000007,1000,-0.0686073292918132,-0.06944444444444446,-0.08764044943820223,-0.03125000000000001,0.009403461553081187
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",20.11623900000268,1000,-0.0682536656322994,-0.06944444444444446,-0.08817204301075267,-0.03529411764705883,0.009558459986595151
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",20.26320300000225,1000,-0.1097028130441679,-0.06985735735735737,-16.75,-0.03125000000000001,0.7251286112351801
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",338.88405599999896,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",302.3800479999991,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",18.545548999998573,1000,-0.17558703572520948,-0.07499999999999997,-3.5448275862068965,-0.03125000000000001,0.46338870855727043
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",19.09220599999753,1000,-0.1297669198733008,-0.08035714285714286,-4.857142857142857,-0.02666666666666669,0.3645324356913217
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",18.81800299999668,1000,-0.1908221550166654,-0.0760869565217391,-5.3578947368421055,-0.03125000000000001,0.48902298386718857
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",18.3546720000013,1000,-0.07159055755192402,-0.07317073170731707,-0.0929032258064516,-0.021428571428571446,0.009560353447728575
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",18.490097000001697,1000,-0.6704986435674539,-0.08921568627450978,-14.37142857142857,-0.04761904761904764,1.532204767122499
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",18.74217000000135,1000,-0.2677914298974779,-0.0725,-10.09,-0.03125000000000001,1.0685944139608052
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",18.533422000000428,1000,-0.11495801443965942,-0.08450704225352108,-10.09,-0.038888888888888896,0.4610661624897928
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",18.13326600000073,1000,-0.07155248027479427,-0.07317073170731707,-0.09197080291970801,-0.02666666666666669,0.009031583007166187
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",275.76652699999977,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",263.99257899999793,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",215.08703500000047,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",19.280268999998952,1000,-0.08779284309916904,-0.08957322551662175,-0.09837037037037036,-0.04210526315789475,0.0074214781770391754
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",20.05131800000163,1000,-0.07916916414503114,-0.08086811857229279,-0.09559999999999999,-0.04500000000000002,0.00929494040184394
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",19.380033999997977,1000,-1.2671697071293795,-0.08910891089108909,-20.080000000000002,-0.04761904761904764,2.707735148423698
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",19.157522999998037,1000,-0.12605202118058556,-0.0725,-4.857142857142857,-0.03125000000000001,0.3248912720524193
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",18.78849199999968,1000,-0.3132125622243868,-0.08742816091954021,-11.2,-0.038888888888888896,0.9727834998141516
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",18.595140999997966,1000,-0.08014941101072227,-0.08135593220338981,-0.0969014084507042,-0.04761904761904764,0.008783321802700911
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",19.057575999999244,1000,-0.13500899672218059,-0.07755102040816327,-14.37142857142857,-0.03529411764705883,0.671918821652436
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",244.23642499999914,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",194.67481300000145,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",19.02204900000288,1000,-0.24230548119681197,-0.07027027027027029,-11.2,-0.02666666666666669,0.9491504655491733
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",18.761671000000206,1000,-0.14080545175778925,-0.07027027027027029,-12.5875,-0.021428571428571446,0.555168791635435
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",19.50599300000249,1000,-0.45294116163049647,-0.07317073170731707,-8.424999999999999,-0.021428571428571446,1.2134688817987027
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",20.342666999997164,1000,-0.2468048087737042,-0.07924528301886789,-5.095000000000001,-0.03125000000000001,0.6266648412837017
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",19.68123900000137,1000,-0.15043776244306972,-0.07066145092460883,-4.857142857142857,-0.03125000000000001,0.4557175606728935
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",19.15853100000095,1000,-0.09923793155501298,-0.0760869565217391,-12.5875,-0.02666666666666669,0.4457530448559525
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",18.684990000001562,1000,-0.1389251364798669,-0.07105263157894738,-9.181818181818182,-0.021428571428571446,0.47169371310481617
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",18.706646000002365,1000,-0.21440954030594106,-0.0807017543859649,-14.37142857142857,-0.04210526315789475,1.0335398305826229
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",323.3191990000014,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",309.33736200000203,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",188.11505500000203,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",18.098696999997628,1000,-0.10416489472682494,-0.07755102040816327,-3.5448275862068965,-0.03529411764705883,0.23566515948534142
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",17.802561000000424,1000,-0.28455847115726846,-0.07179487179487182,-10.09,-0.02666666666666669,1.1024032911341224
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",18.978719000002457,1000,-0.14055912448869393,-0.07999999999999996,-4.857142857142857,-0.04210526315789475,0.40465648838324486
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",19.37852500000008,1000,-0.13433623225029817,-0.09310338050314464,-5.095000000000001,-0.056000000000000015,0.36962675107061754
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",18.134634000001824,1000,-0.19088640618665162,-0.07441860465116278,-9.181818181818182,-0.03125000000000001,0.6925277960107499
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",18.119559999999183,1000,-0.06860767060880031,-0.06944444444444446,-0.08720930232558137,-0.02666666666666669,0.009727236743422308
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",17.79405399999814,1000,-1.0913778861576287,-0.07470930232558137,-9.181818181818182,-0.02666666666666669,1.7633000151304008
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",285.71149700000024,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",257.87644100000034,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",194.5874100000001,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",19.424479999997857,1000,-0.5315469196237934,-0.07924528301886789,-5.3578947368421055,-0.03125000000000001,0.8830416900364275
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",18.78888399999778,1000,-0.12256822017403718,-0.07499999999999997,-12.5875,-0.02666666666666669,0.5072690740314463
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",18.17163100000107,1000,-0.21990032365649742,-0.07884615384615382,-14.37142857142857,-0.03529411764705883,0.9254668372854468
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",18.569956999999704,1000,-0.26499980748528584,-0.07499999999999997,-4.096,-0.02666666666666669,0.6761599966572711
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",18.238059999999678,1000,-0.3765497558369491,-0.06764705882352942,-11.2,-0.02666666666666669,1.45391133030988
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",19.553803999999218,1000,-0.21218026984037316,-0.07105263157894738,-14.37142857142857,-0.02666666666666669,0.9242748052107439
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",21.87869100000171,1000,-0.13499131977715068,-0.07317073170731707,-5.3578947368421055,-0.02666666666666669,0.3907870432693891
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",261.03852299999926,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",196.97433399999863,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",186.37539599999945,1000,-0.10000000000000003,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",18.388708000002225,1000,-0.07533574218177799,-0.07659574468085102,-0.09774590163934427,-0.02666666666666669,0.0098214671636494
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",18.34468900000138,1000,-0.1319217078005842,-0.07555555555555553,-11.2,-0.02666666666666669,0.6922982375977658
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",19.2805929999995,1000,-0.16622486506289233,-0.08103448275862067,-8.424999999999999,-0.038888888888888896,0.4683348100008453
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",18.563915999999153,1000,-0.22405589172767237,-0.07555555555555553,-8.424999999999999,-0.03125000000000001,0.684138769210922
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",18.01162100000147,1000,-0.25743151383312624,-0.07499999999999997,-3.8,-0.021428571428571446,0.6334274741291546
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",18.055191000003106,1000,-0.12136267178836962,-0.07317073170731707,-5.65,-0.03529411764705883,0.4358848630372445
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",17.746510999997554,1000,-0.472124161204645,-0.07027027027027029,-14.37142857142857,-0.03125000000000001,1.6919745014422398
