steps,time,reward,delta,converged
1,0.0012449999994714744,-7.235714285714286,50.0,False
2,0.0015839999996387633,-4.857142857142857,50.0,False
3,0.0006319999993138481,-11.2,50.0,False
4,0.0014200000005075708,-5.095000000000001,50.0,False
5,0.0010170000005018665,-6.760000000000001,50.0,False
6,0.0008060000000114087,-9.181818181818182,49.975,False
7,0.0012420000002748566,-7.235714285714286,50.0,False
8,0.0022690000005241018,-2.9542857142857146,50.0,False
9,0.002237000000604894,-2.9542857142857146,50.0,False
10,0.001927000001160195,-3.5448275862068965,49.975,False
11,0.006045000000085565,-1.414473684210526,50.0,False
12,0.0005980000005365582,-11.2,50.0,False
13,0.003321000000141794,-1.9849056603773585,49.9488,False
14,0.0005479999999806751,-16.75,49.9469,False
15,0.002019999999902211,-3.43,50.0,False
16,0.005009000000427477,-1.5478260869565217,50.0,False
17,0.0013920000001235167,-5.095000000000001,49.975,False
18,0.001277999999729218,-5.095000000000001,49.97,False
19,0.0024270000012620585,-2.6615384615384614,49.975,False
20,0.00141299999995681,-4.640909090909091,37.464349999999996,False
21,0.0007059999988996424,-10.09,25.0,False
22,0.003005999999004416,-2.225531914893617,49.92304365699425,False
23,0.005553999999392545,-1.2752941176470587,49.92304268139885,False
24,0.0010710000005929032,-7.235714285714286,49.940125,False
25,0.0019960000008723,-3.3225806451612905,24.97345,False
26,0.00231300000086776,-2.8000000000000003,49.9385985,False
27,0.0025299999997514533,-2.5975,50.0,False
28,0.0016379999997298,-3.9423076923076925,50.0,False
29,0.0014209999990271172,-4.857142857142857,50.0,False
30,0.0018810000001394656,-3.667857142857143,50.0,False
31,0.0034730000006675255,-2.4232558139534883,49.975,False
32,0.007415000000037253,-0.9612068965517239,50.0,False
33,0.0035160000006726477,-1.9849056603773585,49.944725,False
34,0.0028419999998732237,-2.4232558139534883,50.0,False
35,0.005587999999988824,-1.2224719101123593,25.0,False
36,0.0025770000011107186,-2.5365853658536586,50.0,False
37,0.003252000000429689,-2.1387755102040815,50.0,False
38,0.0015560000010736985,-4.2625,50.0,False
39,0.0024350000003323657,-2.7289473684210526,46.55391043832833,False
40,0.0025740000000951113,-2.5365853658536586,25.0,False
