episode,length,time,reward,delta
0,15.0,0.0011300000005576294,-101.5,-100.00045838425294
1,58.0,0.003960000000006403,-105.8,-99.99997915936073
2,10.0,0.000713999999788939,-101.0,-100.00046719197755
3,10.0,0.0007029999997030245,-101.0,-89.99998124342466
4,17.0,0.001141000000643544,-101.7,-100.00066885244848
5,7.0,0.000525999999808846,-100.7,-100.0005219698279
6,30.0,0.0021830000005138572,-103.0,-100.000101601543
7,54.0,0.004860000000917353,-105.39999999999999,-100.00044637884454
8,55.0,0.00400900000022375,-105.5,-100.00009115473212
9,35.0,0.002395999999862397,-103.5,-90.00041254582764
10,13.0,0.000888999999006046,-101.3,-99.98991146490592
11,33.0,0.0021369999994931277,-103.3,-100.00048475578076
12,17.0,0.0011749999994208338,-101.7,-99.99993944503282
13,54.0,0.0037639999991370132,-105.39999999999999,-99.9803441275561
14,5.0,0.0004219999991619261,-100.5,-99.95817231233478
15,16.0,0.0017139999999926658,-101.6,-100.00021678080797
16,8.0,0.0005829999990965007,-100.8,-99.99999308890006
17,27.0,0.0018450000006851042,-102.7,-99.99007363773335
18,64.0,0.00403800000094634,-106.39999999999999,-99.99988004010105
19,18.0,0.0013760000001639128,-101.8,-99.99048189586371
20,15.0,0.0010469999997440027,-101.5,-99.99974929953052
21,15.0,0.00102100000003702,-101.5,-80.9999831190822
22,117.0,0.007648999999219086,-111.69999999999997,-99.99038048152293
23,16.0,0.0010839999995368998,-101.6,-99.99990981658584
24,11.0,0.000758000000132597,-101.1,-99.98985293880123
25,25.0,0.0016279999999824213,-102.5,-99.9811088231439
26,44.0,0.0027989999998681014,-104.4,-99.99027028934314
27,15.0,0.001012000000628177,-101.5,-99.97308906247545
28,34.0,0.002348999998503132,-103.4,-99.99986741389773
29,34.0,0.0022129999997559935,-103.4,-100.00016840094383
30,21.0,0.0013779999990219949,-102.1,-90.00008203925891
31,52.0,0.0033160000002681045,-105.2,-99.99999608996573
32,157.0,0.010226000000329805,-115.69999999999996,-100.00019623655346
33,12.0,0.0008239999988290947,-101.2,-99.95082114244501
34,49.0,0.003408000000490574,-104.9,-99.96308518865324
35,26.0,0.0016990000003715977,-102.6,-99.94753173772722
36,36.0,0.002314999999725842,-103.60000000000001,-90.99038783788315
37,25.0,0.0016529999993508682,-102.5,-99.9814442070712
38,57.0,0.003903000000718748,-105.69999999999999,-89.99989203609096
39,123.0,0.00784899999962363,-112.29999999999997,-99.99028186786151
40,187.0,0.01202499999999418,-118.69999999999999,-90.0004204727798
41,22.0,0.0014759999994566897,-102.2,-90.00019510272718
42,70.0,0.004428999998708605,-106.99999999999999,-90.98860023660896
43,49.0,0.0031559999988530762,-104.9,-90.98032267920149
44,51.0,0.003394000001208042,-105.1,-99.99993960526756
45,79.0,0.005098999999972875,-107.89999999999999,-90.97284978863355
46,132.0,0.008418000001256587,-113.19999999999997,-99.99986310477355
47,86.0,0.005632000000332482,-108.59999999999998,-99.99059241501998
48,65.0,0.004178999999567168,-106.5,-99.99003309158175
49,23.0,0.0015060000005178154,-102.3,-83.67590498328559
50,95.0,0.006229999999050051,-109.49999999999999,-99.989854702509
51,22.0,0.0014510000000882428,-102.2,-100.00042242278295
52,118.0,0.007551000000603381,-111.79999999999997,-99.90764525318474
53,27.0,0.0017630000002100132,-102.7,-91.86351001684676
54,57.0,0.0037300000003597233,-105.69999999999999,-83.67577706359606
55,37.0,0.0024580000008427305,-103.7,-99.97114579962505
56,25.0,0.0016560000003664754,-102.5,-72.89998480717398
57,85.0,0.005346999998437241,-108.49999999999999,-99.95712463400773
58,18.0,0.0011969999995926628,-101.8,-81.88229041128135
59,140.0,0.008996000000479398,-113.99999999999997,-99.98052117714043
60,76.0,0.005020000000513392,-107.6,-99.93598069208936
61,251.0,0.015887999999904423,-24.100000000000087,0.9997166110601583
62,140.0,0.008953000000474276,-113.99999999999997,-92.62076040702344
63,216.0,0.013763000000835746,-20.600000000000037,0.9506832848428869
64,109.0,0.007121000000552158,-110.89999999999998,-100.00039125125157
65,167.0,0.010787000001073466,-116.69999999999996,-99.97136342421844
66,95.0,0.006237999999939348,-8.499999999999982,0.8997126172176451
67,168.0,0.010822000000189291,-116.79999999999997,-90.96523124916531
68,13.0,0.0011329999997542473,-101.3,-90.93773236705093
69,126.0,0.009186000001136563,-112.59999999999997,-92.67004654511031
70,178.0,0.012572999999974854,-117.79999999999998,-65.60998632645658
71,52.0,0.0033380000004399335,-105.2,-99.99057350611476
72,116.0,0.007459000000380911,-10.599999999999975,0.9320753932357158
73,70.0,0.0044190000007802155,-106.99999999999999,-90.00017661289812
74,116.0,0.007695999998759362,-111.59999999999998,-81.00037129124487
75,308.0,0.01967500000137079,-130.80000000000018,-99.99048267522679
76,234.0,0.014847000000372645,-123.40000000000006,-99.96122179436627
77,79.0,0.004973999999492662,-107.89999999999999,-88.96097932986909
