params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",77.75000800000271,1000,-0.1693018429800038,-0.0993419036956332,-1.3645569620253164,-0.07884615384615382,0.15844013665830572
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",42.97399199999927,1000,-0.14354132498586541,-0.09636963696369635,-1.7932203389830508,-0.07924528301886789,0.17899381085379334
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",25.773545000000013,1000,-0.2394114606000741,-0.0907563025210084,-3.221875,-0.06944444444444446,0.4599709541795538
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",24.885603999999148,1000,-0.3512065251540671,-0.08986153584777437,-3.3225806451612905,-0.07027027027027029,0.5615039652043992
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",24.821898999998666,1000,-0.5087486523729337,-0.08860073024054982,-5.3578947368421055,-0.065625,0.7971135103241774
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",25.634448999997403,1000,-0.37275425429941716,-0.08493150684931505,-4.857142857142857,-0.065625,0.7948197839851052
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",24.720485999998346,1000,-0.32696238726625676,-0.08552631578947366,-4.857142857142857,-0.06857142857142857,0.738989043138518
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",24.725612999998702,1000,-0.3299022533388275,-0.08428571428571426,-7.235714285714286,-0.065625,0.8336922879456572
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",24.35518200000297,1000,-0.5624819869858484,-0.08804347826086954,-5.976470588235294,-0.07105263157894738,0.9849719781799773
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",179.23274300000048,1000,-0.2020192193393748,-0.14134086884746194,-2.18125,-0.10000000000000002,0.18816338469672994
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",90.49122599999828,1000,-0.13149539159704926,-0.10680681459387104,-0.9121951219512195,-0.09160305343511449,0.07533585117504776
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",25.84722899999906,1000,-0.4058582668091068,-0.09191176470588236,-3.5448275862068965,-0.07179487179487182,0.6138716231438825
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",26.219865999999456,1000,-0.2962515303064904,-0.09166666666666665,-2.9542857142857146,-0.07317073170731707,0.5119575054610023
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",28.260747000000265,1000,-0.2070759053477817,-0.08428571428571426,-4.2625,-0.06944444444444446,0.5125014999596056
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",26.746618999997736,1000,-0.3601796959694725,-0.09026548672566373,-5.095000000000001,-0.07105263157894738,0.688800111300895
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",27.30985900000087,1000,-0.22406143608267176,-0.08358208955223878,-3.9423076923076925,-0.065625,0.5800495269769629
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",25.21126599999843,1000,-0.47853775174827046,-0.08705882352941174,-4.2625,-0.06764705882352942,0.8010988424474326
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",25.05653700000039,1000,-0.5302625820979934,-0.08607594936708857,-5.65,-0.065625,0.9276489420511159
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",25.639977999999246,1000,-0.3109991698041521,-0.08552631578947366,-4.2625,-0.06857142857142857,0.6517226850584874
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",178.2405890000009,1000,-0.18926075570121872,-0.13704128415141276,-1.95,-0.09816053511705684,0.1674314614414458
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",40.44576500000039,1000,-0.17405405982075212,-0.09954391235938714,-2.6615384615384614,-0.08196721311475406,0.1852734951269135
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",25.426997999999003,1000,-0.19714880857856196,-0.09191176470588236,-5.976470588235294,-0.06944444444444446,0.4674914105750935
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",25.82738899999822,1000,-0.28851483728190236,-0.08382352941176469,-4.640909090909091,-0.06764705882352942,0.6717510607053949
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",24.975046999999904,1000,-0.3009102486920459,-0.09294842818985,-4.443478260869566,-0.06333333333333337,0.48462126385552884
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",25.923177000000578,1000,-0.15685243078631692,-0.08450704225352108,-3.3225806451612905,-0.06666666666666667,0.3608851955817035
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",24.921081999997114,1000,-0.265246127201805,-0.08513513513513513,-4.096,-0.07105263157894738,0.6185868785998274
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",25.02920599999925,1000,-0.3146533768617164,-0.08405797101449272,-4.640909090909091,-0.065625,0.7155797421151239
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",24.47611699999834,1000,-0.5597223524466279,-0.08942307692307692,-6.34375,-0.06857142857142857,0.9608278945136071
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",24.184281000001647,1000,-0.4796296117393607,-0.08888888888888888,-5.976470588235294,-0.07105263157894738,0.909261910758339
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",175.0969870000008,1000,-0.3013807221410773,-0.19523390194629758,-2.5975,-0.10879401408450705,0.2797087690124096
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",76.10515200000009,1000,-0.16234107133258538,-0.12368140633657268,-1.5478260869565217,-0.08674698795180721,0.12224294506010351
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",26.040016999999352,1000,-0.21686433547798742,-0.09246575342465752,-3.5448275862068965,-0.0725,0.3891775223076648
