step,reward,mean,median,std,max,min
0,-0.07755102040816327,-0.07755102040816327,-0.07755102040816327,0.0,-0.07755102040816327,-0.07755102040816327
1,-0.062068965517241406,-0.06980999296270234,-0.06980999296270234,0.00774102744546093,-0.062068965517241406,-0.07755102040816327
2,-0.07027027027027029,-0.06996341873189166,-0.07027027027027029,0.0063242456367714125,-0.062068965517241406,-0.07755102040816327
3,-0.0738095238095238,-0.0709249450012997,-0.07203989703989705,0.005724566398946901,-0.062068965517241406,-0.07755102040816327
4,-0.06764705882352942,-0.07026936776574563,-0.07027027027027029,0.005285419038436621,-0.062068965517241406,-0.07755102040816327
5,-0.06333333333333337,-0.06911336202701025,-0.06895866454689986,0.005473706089098673,-0.062068965517241406,-0.07755102040816327
6,-0.0738095238095238,-0.06978424228165504,-0.07027027027027029,0.005327450789127817,-0.062068965517241406,-0.07755102040816327
7,-0.07317073170731707,-0.0702075534598628,-0.07172050098879368,0.005107676761202272,-0.062068965517241406,-0.07755102040816327
8,-0.06451612903225809,-0.06957517296790673,-0.07027027027027029,0.005137012333286969,-0.062068965517241406,-0.07755102040816327
9,-0.07441860465116278,-0.07005951613623233,-0.07172050098879368,0.005085400759373971,-0.062068965517241406,-0.07755102040816327
10,-0.060714285714285735,-0.06920994973423719,-0.07027027027027029,0.005543275587988658,-0.060714285714285735,-0.07755102040816327
11,-0.07924528301886789,-0.07004622750795642,-0.07172050098879368,0.005988339604626899,-0.060714285714285735,-0.07924528301886789
12,-0.065625,-0.06970613308426746,-0.07027027027027029,0.005872793546384435,-0.060714285714285735,-0.07924528301886789
13,-0.07441860465116278,-0.07004273819618856,-0.07172050098879368,0.005787840077941165,-0.060714285714285735,-0.07924528301886789
14,-0.0738095238095238,-0.07029385723707757,-0.07317073170731707,0.005669979782538218,-0.060714285714285735,-0.07924528301886789
15,-0.054166666666666675,-0.06928590782642688,-0.07172050098879368,0.0067363795194420595,-0.054166666666666675,-0.07924528301886789
16,-0.05925925925925928,-0.06869610496953467,-0.07027027027027029,0.006948046191720754,-0.054166666666666675,-0.07924528301886789
17,-0.06333333333333337,-0.06839817321196794,-0.06895866454689986,0.0068631158280327755,-0.054166666666666675,-0.07924528301886789
18,-0.07659574468085102,-0.06882962434190915,-0.07027027027027029,0.006926325775262755,-0.054166666666666675,-0.07924528301886789
19,-0.06764705882352942,-0.06877049606599016,-0.06895866454689986,0.006755865319488364,-0.054166666666666675,-0.07924528301886789
20,-0.07441860465116278,-0.06903945361766504,-0.07027027027027029,0.006701870220264216,-0.054166666666666675,-0.07924528301886789
21,-0.05769230769230771,-0.06852367425742154,-0.06895866454689986,0.006961326448901734,-0.054166666666666675,-0.07924528301886789
22,-0.08196721311475406,-0.06910817594687077,-0.07027027027027029,0.007339566437420912,-0.054166666666666675,-0.08196721311475406
23,-0.062068965517241406,-0.06881487551230288,-0.06895866454689986,0.007321424884795406,-0.054166666666666675,-0.08196721311475406
24,-0.07799999999999999,-0.06918228049181077,-0.07027027027027029,0.007395864108078643,-0.054166666666666675,-0.08196721311475406
25,-0.054166666666666675,-0.06860475688315139,-0.06895866454689986,0.0078059812734862614,-0.054166666666666675,-0.08196721311475406
26,-0.0807017543859649,-0.06905279382770003,-0.07027027027027029,0.007993479707389702,-0.054166666666666675,-0.08196721311475406
27,-0.07962962962962959,-0.06943053796348322,-0.07172050098879368,0.00809112940058837,-0.054166666666666675,-0.08196721311475406
28,-0.052173913043478286,-0.06883548193175891,-0.07027027027027029,0.008551226861446331,-0.052173913043478286,-0.08196721311475406
29,-0.07555555555555553,-0.06905948438588547,-0.07172050098879368,0.00849359566726076,-0.052173913043478286,-0.08196721311475406
30,-0.07799999999999999,-0.06934788811537303,-0.07317073170731707,0.008503489534505715,-0.052173913043478286,-0.08196721311475406
31,-0.06451612903225809,-0.0691968956440257,-0.07172050098879368,0.008411684022015234,-0.052173913043478286,-0.08196721311475406
32,-0.06666666666666667,-0.06912022203865119,-0.07027027027027029,0.00829460166844384,-0.052173913043478286,-0.08196721311475406
33,-0.08135593220338981,-0.06948009586702586,-0.07172050098879368,0.00842915641413536,-0.052173913043478286,-0.08196721311475406
34,-0.07441860465116278,-0.06962119611800119,-0.07317073170731707,0.008348507293807898,-0.052173913043478286,-0.08196721311475406
35,-0.07105263157894738,-0.06966095821413859,-0.07211168164313222,0.008235099644916213,-0.052173913043478286,-0.08196721311475406
36,-0.06451612903225809,-0.06952190877679046,-0.07105263157894738,0.008165784025066085,-0.052173913043478286,-0.08196721311475406
37,-0.06857142857142857,-0.06949689613980725,-0.07066145092460883,0.008059059469306894,-0.052173913043478286,-0.08196721311475406
38,-0.07441860465116278,-0.06962309379394457,-0.07105263157894738,0.00799301427166668,-0.052173913043478286,-0.08196721311475406
39,-0.05925925925925928,-0.06936399793057743,-0.07066145092460883,0.00805662250626992,-0.052173913043478286,-0.08196721311475406
40,-0.06333333333333337,-0.06921690855015686,-0.07027027027027029,0.008011955269876721,-0.052173913043478286,-0.08196721311475406
41,-0.07755102040816327,-0.06941533978487129,-0.07066145092460883,0.008017320816983349,-0.052173913043478286,-0.08196721311475406
42,-0.07708333333333332,-0.06959366521623088,-0.07105263157894738,0.008007384551461485,-0.052173913043478286,-0.08196721311475406
43,-0.05925925925925928,-0.06935879235357244,-0.07066145092460883,0.008064309122238466,-0.052173913043478286,-0.08196721311475406
44,-0.0760869565217391,-0.06950830711286503,-0.07105263157894738,0.008035639813376589,-0.052173913043478286,-0.08196721311475406
45,-0.065625,-0.06942388739302013,-0.07066145092460883,0.007967965850965243,-0.052173913043478286,-0.08196721311475406
46,-0.06333333333333337,-0.06929430113643105,-0.07027027027027029,0.007931590041486329,-0.052173913043478286,-0.08196721311475406
47,-0.062068965517241406,-0.06914377331103126,-0.06942084942084943,0.007916087954685264,-0.052173913043478286,-0.08196721311475406
48,-0.065625,-0.06907196161080613,-0.06857142857142857,0.007850676046312741,-0.052173913043478286,-0.08196721311475406
49,-0.08035714285714286,-0.06929766523573287,-0.06942084942084943,0.007930738697335451,-0.052173913043478286,-0.08196721311475406
50,-0.0760869565217391,-0.06943078859428202,-0.07027027027027029,0.007908820438535425,-0.052173913043478286,-0.08196721311475406
51,-0.054166666666666675,-0.06913724778798172,-0.06942084942084943,0.008108085058875338,-0.052173913043478286,-0.08196721311475406
