episode,length,time,reward,delta
0,24.0,0.002147999999579042,-102.4,-100.0
1,21.0,0.001693000001978362,-102.1,-100.0
2,27.0,0.002109000000928063,-102.7,-100.0
3,19.0,0.0013429999999061693,-101.9,-100.0
4,23.0,0.0015860000021348242,-102.3,-99.95
5,13.0,0.0009659999996074475,-101.3,-100.0
6,40.0,0.004123999999137595,-104.0,-99.95
7,44.0,0.005385000000387663,-104.4,-100.0
8,20.0,0.001984000002266839,-102.0,-100.0
9,16.0,0.001529999997728737,-101.6,-50.0
10,18.0,0.0012439999991329387,-101.8,-100.0
11,20.0,0.001808000000892207,-102.0,-100.0
12,91.0,0.009171999998216052,-109.09999999999998,-50.0
13,11.0,0.0010910000019066501,-101.1,-50.0
14,19.0,0.0012769999993906822,-101.9,-99.925
15,139.0,0.01170799999817973,-113.89999999999996,-100.0
16,10.0,0.0008029999989958014,-101.0,-99.8875
17,12.0,0.000915000000532018,-101.2,-100.0
18,20.0,0.0013870000002498273,-102.0,-93.59440002441406
19,24.0,0.001680999997915933,-102.4,-99.95
20,59.0,0.003794999996898696,-105.89999999999999,-99.95
21,6.0,0.00044600000182981603,-100.6,-100.0
22,11.0,0.0007560000012745149,-101.1,-99.86875
23,10.0,0.0007929999992484227,-101.0,-100.0
24,56.0,0.0035479999969538767,-105.6,-50.0
25,13.0,0.000893000000360189,-101.3,-100.0
26,29.0,0.0019410000022617169,-102.9,-87.425
27,6.0,0.0004670000016631093,-100.6,-99.9375
28,44.0,0.002900000003137393,-104.4,-99.9
29,17.0,0.0011779999986174516,-101.7,-50.0
30,11.0,0.0007619999996677507,-101.1,-74.91514873504639
31,28.0,0.0018009999985224567,-102.8,-99.95
32,11.0,0.0007609999993292149,-101.1,-25.0
33,62.0,0.003980999998020707,-106.19999999999999,-100.0
34,12.0,0.0008190000007743947,-101.2,-37.45757436752319
35,21.0,0.0014819999996689148,-102.1,-25.0
36,18.0,0.0012009999991278164,-101.8,-99.9015625
37,22.0,0.0015039999998407438,-102.2,-99.81789049766121
38,34.0,0.002174999997805571,-103.4,-74.903076171875
39,51.0,0.003341999999975087,-105.1,-99.95
40,6.0,0.0004530000005615875,-100.6,-62.4246337890625
41,9.0,0.000738000002456829,-100.9,-99.95
42,44.0,0.002793999999994412,-104.4,-49.975
43,85.0,0.005442999998194864,-108.49999999999999,-99.925
44,20.0,0.0013140000010025688,-102.0,-99.9125
45,12.0,0.000963999998930376,-101.2,-99.95
46,24.0,0.0015820000007806811,-102.4,-87.375390625
47,147.0,0.010195999999268679,-13.699999999999964,1.0
48,18.0,0.0012060000008204952,-101.8,-50.0
49,28.0,0.00197199999820441,-102.8,-96.7096986295744
50,29.0,0.0018930000005639158,-102.9,-49.96875
51,58.0,0.003695000003062887,-105.8,-50.0
52,20.0,0.0015050000001792796,-102.0,-25.0
53,49.0,0.0033000000003085006,-104.9,-99.9375
54,39.0,0.0024830000002111774,-103.9,-99.855322265625
55,13.0,0.0008789999992586672,-101.3,-74.9375
56,127.0,0.008453000002191402,-112.69999999999997,-99.9375
57,58.0,0.003898999999364605,-105.8,-99.925
58,46.0,0.003033000000868924,-104.6,-49.95078125
59,109.0,0.006862999998702435,-110.89999999999998,-99.95
60,31.0,0.0020130000011704396,-103.1,-86.95114675024493
61,63.0,0.004157999999733875,-106.3,-24.987499999999997
62,70.0,0.004449000000022352,-106.99999999999999,-97.8566984701195
