episode,length,time,reward,delta
0,85.0,0.006904000001668464,-108.49999999999999,-99.99979794589477
1,20.0,0.0015419999981531873,-102.0,-99.9999610203566
2,35.0,0.004057999998622108,-103.5,-100.00039354320201
3,19.0,0.0016700000014679972,-101.9,-99.99996110620815
4,136.0,0.00934399999823654,-113.59999999999997,-99.99954054523855
5,66.0,0.005142000001796987,-106.6,-99.99941528092977
6,85.0,0.006054999998013955,-108.49999999999999,-99.99984789924142
7,85.0,0.006036999999196269,-108.49999999999999,-100.00045920667499
8,66.0,0.004373999996460043,-106.6,-100.00030908084835
9,69.0,0.004743000001326436,-106.89999999999999,-99.99998001243766
10,45.0,0.003011000000697095,-104.5,-99.99953112464297
11,77.0,0.005079999998997664,-107.69999999999999,-99.97223100959881
12,94.0,0.006111000002420042,-109.39999999999998,-99.98879700055116
13,106.0,0.007473000001482433,-110.59999999999998,-100.00042261993555
14,30.0,0.00197199999820441,-103.0,-100.00015347398458
15,114.0,0.007555000000138534,-111.39999999999998,-90.00013812658614
16,22.0,0.0015640000019629952,-102.2,-99.98927632461144
17,179.0,0.011633000001893379,-117.89999999999998,-99.9997757895821
18,54.0,0.0037159999992582016,-105.39999999999999,-100.00035372141625
19,71.0,0.004585999999108026,-107.1,-90.00031834927462
20,209.0,0.013750999998592306,-120.90000000000003,-100.00034291864982
21,83.0,0.005271999998512911,-108.29999999999998,-99.95241984960596
22,102.0,0.006534000000101514,-110.19999999999997,-100.00039732294542
23,25.0,0.0017169999991892837,-102.5,-89.99986310931727
24,55.0,0.0036849999996775296,-105.5,-90.0004132860075
25,33.0,0.0022319999989122152,-103.3,-99.99029819205268
26,43.0,0.002852000001439592,-104.3,-89.99957801217867
27,59.0,0.0040039999985310715,-105.89999999999999,-99.94171572866253
28,122.0,0.007845000000088476,-112.19999999999997,-99.85875019562147
29,41.0,0.0027650000010908116,-104.1,-80.99987679838554
30,87.0,0.005484000001160894,-108.69999999999999,-100.0001115663665
31,70.0,0.005044999998062849,-106.99999999999999,-99.9902067628383
32,369.0,0.02446799999961513,-136.90000000000026,-99.99983348903655
33,108.0,0.0071910000006027985,-110.79999999999998,-89.99981815130529
34,100.0,0.0064399999973829836,-109.99999999999999,-99.99975922521124
35,13.0,0.0009259999969799537,-101.3,-91.86603406528256
36,78.0,0.005269999997835839,-107.79999999999998,-99.95361904092488
37,47.0,0.0030470000019704457,-104.7,-99.98010563586678
38,57.0,0.004213999996864004,-105.69999999999999,-99.99956042397598
39,65.0,0.005074000000604428,-106.5,-99.8714748168714
40,133.0,0.009058999999979278,-113.29999999999997,-100.00073196154453
41,66.0,0.004699999997683335,-106.6,-99.97791801906676
42,72.0,0.004681999998865649,-107.19999999999999,-99.99979826314673
43,129.0,0.008394000000407686,-112.89999999999998,-89.98991730049605
44,45.0,0.0030079999996814877,-104.5,-99.99943021438617
45,39.0,0.0029900000008638017,-103.9,-89.9999820111939
46,15.0,0.001007999999274034,-101.5,-99.89088355507094
47,156.0,0.010237999998935265,-115.59999999999997,-89.99118608655446
48,306.0,0.020155999998678453,-130.60000000000016,-99.9694295739655
49,283.0,0.018685000002733432,-128.30000000000013,-99.9701638178788
50,102.0,0.00656399999934365,-110.19999999999997,-100.00044056218934
51,112.0,0.00718599999891012,-111.19999999999997,-99.98997920360054
52,26.0,0.001693999998678919,-102.6,-80.9999838100745
53,42.0,0.0027879999979631975,-104.2,-99.97916122467446
54,16.0,0.001194000000396045,-101.6,-82.6794306587543
55,59.0,0.0038970000023255125,-105.89999999999999,-99.90819606164914
56,86.0,0.005543999999645166,-108.59999999999998,-89.97248661656894
57,88.0,0.005665000000590226,-108.79999999999998,-90.98859145030917
58,106.0,0.00831800000014482,-110.59999999999998,-100.00017000522841
59,94.0,0.006063000000722241,-109.39999999999998,-92.58452415567592
60,39.0,0.0030490000026475172,-103.9,-89.99958649071469
61,21.0,0.0014210000008461066,-102.1,-81.88973230527826
62,102.0,0.007572000002255663,-110.19999999999997,-100.00009402810898
63,84.0,0.006396999997377861,-108.39999999999999,-89.99098128324049
64,29.0,0.001972999998542946,-102.9,-99.90603262275614
65,79.0,0.00509799999781535,-107.89999999999999,-80.99092557044644
66,218.0,0.0142070000001695,-121.80000000000004,-90.00065876539009
67,317.0,0.02192799999829731,-131.7000000000002,-99.98966935764597
68,27.0,0.0018380000001343433,-102.7,-81.00028651434715
69,132.0,0.009129000001848908,-113.19999999999997,-100.0003641212754
70,47.0,0.003134999999019783,-104.7,-99.87382755667876
71,52.0,0.0034909999994852114,-105.2,-80.99962784164322
72,52.0,0.0034379999997327104,-105.2,-82.8811862204693
73,153.0,0.009988999998313375,-115.29999999999995,-99.9443262227719
74,158.0,0.011198000000149477,-115.79999999999995,-100.00025511943825
75,120.0,0.008452000001852866,-111.99999999999997,-99.99997998312412
76,117.0,0.007782999997289153,-111.69999999999997,-99.99991726291218
77,78.0,0.005079000002297107,-107.79999999999998,-99.99959512476616
78,32.0,0.002228000001196051,-103.2,-99.98022653880932
79,387.0,0.024601999997685198,-138.70000000000027,-81.00059288885107
80,54.0,0.003824999999778811,-105.39999999999999,-81.00012431392751
81,103.0,0.006649999999353895,-110.29999999999998,-72.90053359996597
82,117.0,0.007462000001396518,-111.69999999999997,-99.9724270354564
83,77.0,0.004922000000078697,-107.69999999999999,-72.8996650574789
84,121.0,0.008663000000524335,-112.09999999999997,-99.98998515270351
85,87.0,0.006532999999762978,-108.69999999999999,-99.97963644384053
86,245.0,0.01594199999817647,-124.50000000000009,-99.97032040178952
87,98.0,0.006408000001101755,-109.79999999999998,-99.9128738123529
88,106.0,0.00692699999854085,-110.59999999999998,-72.90011188253476
89,161.0,0.010442999999213498,-116.09999999999997,-72.89998542906704
90,13.0,0.0008950000010372605,-101.3,-72.8918330134018
91,83.0,0.005410999998275656,-108.29999999999998,-99.90673047579949
92,248.0,0.015758999998070067,-124.80000000000008,-99.9544150182833
93,50.0,0.0033049999983632006,-105.0,-99.88686686611635
94,104.0,0.006615000002057059,-110.39999999999998,-99.99023956750065
95,80.0,0.0052550000000337604,-107.99999999999999,-100.00024988069552
96,99.0,0.006379000002198154,-109.89999999999998,-100.00041978303122
97,115.0,0.007936000001791399,-111.49999999999997,-99.9391419746074
98,138.0,0.009023000002343906,-113.79999999999997,-99.99991889482614
99,33.0,0.002338000002055196,-103.3,-65.60998688616034
100,150.0,0.009513000000879401,-114.99999999999996,-99.99029782306181
101,72.0,0.004756999998789979,-107.19999999999999,-99.92349872923508
102,141.0,0.009144999999989523,-114.09999999999997,-65.6026497120616
103,362.0,0.023245000000315486,-136.20000000000024,-99.9998902653444
104,49.0,0.0033489999987068586,-104.9,-99.99992269911745
105,60.0,0.003952999999455642,-106.0,-99.84992060114558
106,62.0,0.00413000000116881,-106.19999999999999,-99.9792442295315
107,214.0,0.01357099999950151,-20.400000000000034,1.000096841685664
108,138.0,0.009900999997626059,-113.79999999999997,-99.94252995066168
109,206.0,0.013938000000052853,-120.60000000000002,-65.61010069428129
110,133.0,0.009883000002446352,-113.29999999999997,-90.000082534478
111,31.0,0.0021960000012768432,-103.1,-99.79776303019888
112,268.0,0.017612999999983003,-126.80000000000011,-90.97113682591255
113,230.0,0.01502500000060536,-123.00000000000006,-99.98982465389822
114,105.0,0.007250999999087071,-110.49999999999997,-59.048988197544304
115,35.0,0.0025620000014896505,-103.5,-89.99978330269012
116,286.0,0.019232999999076128,-128.60000000000014,-99.99956652773434
117,60.0,0.003837000000203261,-106.0,-73.70075907475044
118,88.0,0.005834999999933643,-108.79999999999998,-99.99966749486767
119,292.0,0.01866100000188453,-129.20000000000016,-99.98973801571982
120,82.0,0.0053079999997862615,-108.19999999999999,-99.98993554791697
121,193.0,0.012703000000328757,-119.30000000000001,-99.9995764808883
122,13.0,0.0009210000025632326,-101.3,-66.3306831672754
123,28.0,0.001968000000488246,-102.8,-99.82185405088322
124,85.0,0.005594000002020039,-108.49999999999999,-99.9032539277234
125,443.0,0.03031100000225706,-144.30000000000035,-99.99994088204288
126,231.0,0.015155000000959262,-123.10000000000005,-99.99980182294996
127,165.0,0.010792000000947155,-116.49999999999997,-100.0001207303407
128,202.0,0.013183999999455409,-19.200000000000017,0.9000871575170976
129,58.0,0.003877000002830755,-105.8,-91.85010032543296
130,258.0,0.01681299999836483,-125.8000000000001,-99.94316798741448
